ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
NA44,Georgeson Farm Strip,New Rockford,US-ND,,NA44,47.65420150756836,-99.15959930419922,NA44
NA49,Paul Airstrip,Rugby,US-ND,,NA49,48.41780090332031,-100.05500030517578,NA49
NA54,Moser Airstrip,Westfield,US-ND,,NA54,45.95500183105469,-100.44200134277344,NA54
NA55,Hager Strip,Barney,US-ND,,NA55,46.265924,-97.01584,NA55
NA56,Moffet Airstrip,Barney,US-ND,,NA56,46.302545,-96.990928,NA56
NA60,Dakota Airport,Grandin,US-ND,,NA60,47.23500061035156,-97.03839874267578,NA60
NA61,Tachenko Strip,Grassy Butte,US-ND,,NA61,47.29560089111328,-103.18900299072266,NA61
NA63,Storseth Airstrip,Grenora,US-ND,,NA63,48.66669845581055,-103.8560028076172,NA63
NA65,Anderson Strip,Hoople,US-ND,,NA65,48.53139877319336,-97.62809753417967,NA65
NA67,Horsley Airstrip,Neche,US-ND,,NA67,48.9838981628418,-97.4645004272461,NA67
NA70,Smith Airstrip,Sheyenne,US-ND,,NA70,47.77389907836914,-98.9884033203125,NA70
NA71,M. Bodvig Airstrip,Tappen,US-ND,,NA71,46.99580001831055,-99.67120361328124,NA71
NA73,Welstad Farms Airstrip,Upham,US-ND,,NA73,48.56389999389648,-101.0,NA73
NA75,Lill Strip,Bremen,US-ND,,NA75,47.67639923095703,-99.3904037475586,NA75
NA79,Philbrick Private Airstrip,Turtle Lake,US-ND,,NA79,47.40420150756836,-100.88200378417967,NA79
NA81,Central Valley Aviation Airport,Buxton,US-ND,,NA81,47.628299713134766,-97.08650207519533,NA81
NA84,L. Seckerson Airstrip,Eldridge,US-ND,,NA84,46.80049896240234,-99.00509643554688,NA84
NA86,Johnson Private Airstrip,Luverne,US-ND,,NA86,47.33330154418945,-97.9009017944336,NA86
NA88,Regan Airstrip,Regan,US-ND,,NA88,47.223899841308594,-100.4229965209961,NA88
NA90,Circle Z Landing Strip,Underwood,US-ND,,NA90,47.46670150756836,-101.2229995727539,NA90
NA92,Overland-Lohse Field,Alamo,US-ND,,27ND,48.578602,-103.466003,27ND
NA98,Dilse Private Airstrip,Scranton,US-ND,,NA98,46.302388,-103.170119,NA98
NA99,Bakko Airstrip,Walcott,US-ND,,NA99,46.551493,-97.03217,NA99
NBV,Coastal Systems Station Heliport,Panama City,US-FL,,NBV,30.174100875854,-85.753303527832,NBV
NC00,Moretz Riverside Landing Airport,Sanford,US-NC,,NC00,35.560001373291016,-79.193603515625,NC00
NC01,Harvey Point Defense Testing Activity Airport,Hertford,US-NC,,NC01,36.09619903564453,-76.32710266113281,NC01
NC02,Boomerang Airport,Harris,US-NC,,NC02,35.21260070800781,-81.86650085449219,NC02
NC03,Darr Field,High Point,US-NC,,NC03,35.906607,-79.989223,NC03
NC04,Watauga County Hospital Heliport,Boone,US-NC,,NC04,36.19929885864258,-81.65149688720703,NC04
NC05,Bradford Field Airport,Huntersville,US-NC,,NC05,35.408699,-80.794197,NC05
NC06,Elk River Airport,Banner Elk,US-NC,,NC06,36.160474,-81.894809,NC06
NC07,"Charles A. Cannon, Jr Memorial Hospital Heliport",Banner Elk,US-NC,,NC07,36.06669998168945,-81.86669921875,NC07
NC08,Tusquittee Landing Airport,Hayesville,US-NC,,NC08,35.08539962768555,-83.73629760742188,NC08
NC09,Stoneriver Airport,Statesville,US-NC,,NC09,35.8838996887207,-80.77670288085938,NC09
NC10,Nocarva Airport,Macon,US-NC,,NC10,36.54180145263672,-78.05799865722656,NC10
NC11,Deck Airpark,Apex,US-NC,,NC11,35.741501,-78.924698,NC11
NC12,Lee Creek Airport,Aurora,US-NC,,NC12,35.38959884643555,-76.78469848632812,NC12
NC13,Yorks Field,Ramseur,US-NC,,NC13,35.753566,-79.667933,NC13
NC14,Boone Inc Airport,Boone,US-NC,,NC14,36.1968002319336,-81.6395034790039,NC14
NC15,Raeford Rhyne Airpark,Statesville,US-NC,,NC15,35.95709991455078,-80.97899627685547,NC15
NC16,Brevard Airport,Brevard,US-NC,,NC16,35.222599029541016,-82.72679901123047,NC16
NC17,Wolf's Den Airport,Cedar Island,US-NC,,NC17,34.980051,-76.302308,NC17
NC19,Propst Airport,Concord,US-NC,,NC19,35.391035,-80.57527,NC19
NC20,Canaan Air Base Airport,New Bern,US-NC,,NC20,35.087273,-77.162468,NC20
NC21,Aero Plantation Airport,Weddington,US-NC,,NC21,34.991798400878906,-80.74839782714844,NC21
NC22,Charles Field,Dunn,US-NC,,NC22,35.227500915527344,-78.5551986694336,NC22
NC23,Johnston Memorial Hospital Heliport,Smithfield,US-NC,,NC23,35.515658,-78.333507,NC23
NC24,Delta Air Base,Charlotte,US-NC,,NC24,35.21255,-80.72204,NC24
NC25,Gold Hill Airport,Gold Hill,US-NC,,NC25,35.5089988708,-80.3112030029,NC25
NC26,Long Island Airpark,Catawba,US-NC,,NC26,35.661718,-80.971705,NC26
NC27,Lower Creek Airport,Lenoir,US-NC,,NC27,35.94459915161133,-81.49009704589844,NC27
NC28,Meadstown Airstrip,Elizabeth City,US-NC,,NC28,36.200215,-76.234252,NC28
NC29,Bradley Field,China Grove,US-NC,,NC29,35.62009811401367,-80.59760284423828,NC29
NC30,Miller Air Park,Mooresville,US-NC,,NC30,35.61399841308594,-80.74150085449219,NC30
NC31,Quiet Acres Airport,Thomasville,US-NC,,NC31,35.76490020751953,-80.02420043945312,NC31
NC32,Rivercliff Airport,Clemmons,US-NC,,NC32,36.025799,-80.436402,NC32
NC33,Mission Hospital McDowell Heliport,Marion,US-NC,,NC33,35.662439,-82.029419,NC33
NC34,Miles Airport,Hillsborough,US-NC,,NC34,35.97891,-79.12715,NC34
NC37,Mountain View Aerodrome,Reidsville,US-NC,,NC37,36.338952,-79.823295,NC37
NC38,Propst Heliport,Hickory,US-NC,,NC38,35.628299713134766,-81.375,NC38
NC39,Enochville Airport,Kannapolis,US-NC,,NC39,35.52429962158203,-80.64779663085938,NC39
NC40,Holeman Field,Roxboro,US-NC,,NC40,36.499698638916016,-79.11859893798828,NC40
NC41,Hendrick Motorsports Heliport,Concord,US-NC,,NC41,35.357536,-80.705826,NC41
NC42,Piney Ridge Airport,Yadkinville,US-NC,,NC42,36.07210159301758,-80.69979858398438,NC42
NC43,Bear Pen Airport,Supply,US-NC,,NC43,34.12519836425781,-78.33809661865234,NC43
NC44,Barclaysville Field,Angier,US-NC,,NC44,35.46689987182617,-78.68389892578125,NC44
NC45,Enfield-Shearin Airport,Enfield,US-NC,,NC45,36.21720123291016,-77.63749694824219,NC45
NC46,Salisbury VA Medical Center Heliport,Salisbury,US-NC,,NC46,35.683418,-80.490748,NC46
NC47,South Oaks Aerodrome,Winterville,US-NC,,05N,35.482164,-77.355904,05N
NC48,Safe Field,Wallace,US-NC,,NC48,34.75019836425781,-78.05999755859375,NC48
NC49,Boyd Field,Grimesland,US-NC,,NC49,35.527801513671875,-77.19670104980469,NC49
NC50,Skyland Airport,Jefferson,US-NC,,NC50,36.460098,-81.361504,NC50
NC51,Halifax Regional Medical Center Heliport,Roanoke Rapids,US-NC,,NC51,36.436798095703125,-77.64610290527344,NC51
NC52,Silver Creek Airport,Morganton,US-NC,,NC52,35.72850036621094,-81.72899627685547,NC52
NC53,Tusquitee Heliport,Murphy,US-NC,,NC53,35.07929992675781,-84.02490234375,NC53
NC54,Jackson Private Airport,Atlantic,US-NC,,NC54,34.878444,-76.358328,NC54
NC55,Carowinds Heliport,Pineville,US-NC,,NC55,35.102798,-80.953887,NC55
NC56,Deer Run Airport,Kittrell,US-NC,,NC56,36.2047004699707,-78.46890258789062,NC56
NC57,Craven Regional Medical Center Heliport,New Bern,US-NC,,NC57,35.11539840698242,-77.06379699707031,NC57
NC58,Gryder-Teague Airport,Taylorsville,US-NC,,NC58,35.918656,-81.11942,NC58
NC59,Alexander County Airport,Taylorsville,US-NC,,NC59,35.85070037841797,-81.14399719238281,NC59
NC60,Atrium Health Cabarrus Heliport,Concord,US-NC,,NC60,35.435101,-80.601382,NC60
NC61,NC61 Airport,Moyock,US-NC,,NC61,36.459589,-76.210855,NC61
NC62,Birds Nest Heliport,Troy,US-NC,,NC62,35.3578987121582,-79.8895034790039,NC62
NC63,Robertson Field,Winston Salem,US-NC,,NC63,36.135101318359375,-80.18479919433594,NC63
NC64,Barringer Field,Kannapolis,US-NC,,NC64,35.527801513671875,-80.69670104980469,NC64
NC65,Yonder Airport,Ivanhoe,US-NC,,NC65,34.558033,-78.268554,NC65
NC66,Ventosa Plantation Airport,Scotland Neck,US-NC,,NC66,36.13130187988281,-77.2957992553711,NC66
NC67,Six Oaks Airport,Fletcher,US-NC,,NC67,35.467778,-82.4525,NC67
NC68,Jarrett Heliport,Hickory,US-NC,,NC68,35.78030014038086,-81.33280181884766,NC68
NC69,Twin Oak Airport,Roseboro,US-NC,,NC69,34.86942,-78.472681,NC69
NC7,Donald's Air Park Inc. Airport,Plymouth,US-NC,,7NC,35.731581,-76.671381,7NC
NC71,E T Field,Parkton,US-NC,,NC71,34.91790008544922,-79.05249786376953,NC71
NC72,Hinton Field,Princeton,US-NC,,NC72,35.451499938964844,-78.16000366210938,NC72
NC73,Hodges Farm Airport,Sladesville,US-NC,,NC73,35.43875,-76.449587,NC73
NC74,Randolph Health Heliport,Asheboro,US-NC,,NC74,35.711064,-79.815888,NC74
NC75,Schneider Haven Airstrip,Harmony,US-NC,,NC75,35.89830017089844,-80.72029876708984,NC75
NC77,Chalfant Airport,Concord,US-NC,,NC77,35.4556999206543,-80.57559967041016,NC77
NC80,Morehead City State Port Terminal Heliport,Morehead City,US-NC,,NC80,34.716800689697266,-76.69969940185547,NC80
NC81,Cox Airport,Apex,US-NC,,NC81,35.751800537109375,-78.85970306396484,NC81
NC82,Dublin Field,Dublin,US-NC,,NC82,34.67084,-78.700304,NC82
NC83,Cape Fear Valley Medical Center Heliport,Fayetteville,US-NC,,NC83,35.032606,-78.932068,NC83
NC85,Sampson Regional Medical Center Heliport,Clinton,US-NC,,NC85,35.00849914550781,-78.31919860839844,NC85
NC86,Rocking A Farm Airport,White Oak,US-NC,,NC86,34.73360061645508,-78.75309753417969,NC86
NC88,Outer Banks Heliport,Nags Head,US-NC,,NC88,35.98270034790039,-75.65129852294922,NC88
NC89,Pungo District Hospital Heliport,Belhaven,US-NC,,NC89,35.54290008544922,-76.61720275878906,NC89
NC90,WBTV Heliport,Charlotte,US-NC,,NC90,35.22661,-80.872496,NC90
NC91,ECU Health Medical Center Heliport,Greenville,US-NC,,NC91,35.608751,-77.40717,NC91
NC92,Duke University North Heliport,Durham,US-NC,,NC92,36.006500244140625,-78.9385986328125,NC92
NC93,South River Airport,Salisbury,US-NC,,NC93,35.777801513671875,-80.50140380859375,NC93
NC94,Bladen County Hospital Heliport,Elizabethtown,US-NC,,NC94,34.619598388671875,-78.62529754638672,NC94
NC95,Mission Hospitals Heliport,Asheville,US-NC,,NC95,35.575298,-82.548501,NC95
NC96,Betsy Johnson Memorial Hospital Heliport,Dunn,US-NC,,NC96,35.313201904296875,-78.63580322265625,NC96
NC97,Dirt Dobber's Grass Strip,Shelby,US-NC,,NC97,35.3689,-81.522499,NC97
NC98,Sentara Albemarle Regional Medical Center Heliport,Elizabeth City,US-NC,,NC98,36.324462,-76.216881,NC98
NC99,Bagwell Airport,Garner,US-NC,,NC99,35.67430114746094,-78.6072006225586,NC99
NCL,Comlantflt Heliport,Norfolk,US-VA,,NCL,36.92509841918945,-76.30439758300781,NCL
NCY,Naval Wepons Station Helipad,Yorktown,US-VA,,NCY,37.2679225,-76.573286,NCY
ND01,Nelson Airport,Amenia,US-ND,,ND01,47.04579925537109,-97.1865005493164,ND01
ND02,Ricketyback Field,Aneta,US-ND,,ND02,47.81110000610352,-97.96009826660156,ND02
ND05,MCHS Hospital Heliport,Watford City,US-ND,,ND05,47.803969,-103.26915,ND05
ND07,Punton Private Airport,Absaraka,US-ND,,ND07,47.00279998779297,-97.4072036743164,ND07
ND08,Gator Seaplane Base,Anamoose,US-ND,,ND08,47.767136,-100.310061,ND08
ND09,Bryn Airport,Dazey,US-ND,,ND09,47.19110107421875,-98.16899871826172,ND09
ND11,R J Bohn Armory Heliport,Bismarck,US-ND,,ND11,46.83110046386719,-100.72000122070312,ND11
ND12,Snyders Airport,Hazelton,US-ND,,ND12,46.586525,-100.472222,ND12
ND14,Fordville Airport,Fordville,US-ND,,ND14,48.23469924926758,-97.8018035888672,ND14
ND16,Frei Private Airport,Halliday,US-ND,,ND16,47.44169998168945,-102.24199676513672,ND16
ND18,Judy Strip,Glenburn,US-ND,,ND18,48.50640106201172,-101.21700286865234,ND18
ND19,Stokka Airport,Sutton,US-ND,,ND19,47.433589,-98.417904,ND19
ND20,Gensrich Airport,Hatton,US-ND,,ND20,47.704200744628906,-97.35009765625,ND20
ND21,Standing Rock Hospital Heliport,Fort Yates,US-ND,,ND21,46.095475,-100.627486,ND21
ND22,Fischer Private Airport,Garrison,US-ND,,ND22,47.68330001831055,-101.5999984741211,ND22
ND23,Sanford Fargo Medical Center Heliport,Fargo,US-ND,,ND23,46.846284,-96.87495,ND23
ND24,Inkster Airport,Inkster,US-ND,,ND24,48.14030075073242,-97.67259979248048,ND24
ND25,Prop Wash Field,Watford City,US-ND,,ND25,48.064407,-102.907918,ND25
ND26,Gajewski Field,Alexander,US-ND,,ND26,47.900002,-103.658997,ND26
ND27,St Aloisius Medical Center Heliport,Harvey,US-ND,,ND27,47.76689910888672,-99.931396484375,ND27
ND28,Towner County Medical Center Heliport,Cando,US-ND,,ND28,48.49309921,-99.21150208,ND28
ND29,Swenson Airport,Belfield,US-ND,,ND29,46.66669845581055,-103.23400115966795,ND29
ND30,Sanford Health-Bismark Heliport,Bismarck,US-ND,,ND30,46.808252,-100.782562,ND30
ND33,Dawson Mediport Heliport,Dawson,US-ND,,ND33,46.87670135498047,-99.7522964477539,ND33
ND35,Lindemann Airport,Lucca,US-ND,,ND35,46.70000076293945,-97.70040130615234,ND35
ND40,Rau Field,Medina,US-ND,,ND40,46.81669998168945,-99.25039672851562,ND40
ND41,Voller Airport,Strasburg,US-ND,,ND41,46.13470077514648,-100.11299896240234,ND41
ND42,Warren Pietsch Airport,Sawyer,US-ND,,ND42,48.10309982299805,-101.0780029296875,ND42
ND43,Flying S Ranch Airport,Minot,US-ND,,ND43,48.20000076293945,-101.40399932861328,ND43
ND44,Underwood Airport,Underwood,US-ND,,ND44,47.46670151,-101.1340027,ND44
ND45,Essentia Health Fargo Heliport,Fargo,US-ND,,ND45,46.831501,-96.829201,ND45
ND46,St Alexius Med-I-Port Heliport,Bismarck,US-ND,,ND46,46.807498931884766,-100.7770004272461,ND46
ND47,Geske Airfield,Enderlin,US-ND,,ND47,46.64080047607422,-97.55110168457033,ND47
ND48,St. Luke's Hospital Heliport,Fargo,US-ND,,ND48,46.88359832763672,-96.7855987548828,ND48
ND49,Krause Private Airport,Wyndmere,US-ND,,ND49,46.224375,-97.130516,ND49
ND50,Sakakawea Medical Center Heliport,Hazen,US-ND,,ND50,47.298301696777344,-101.61299896240234,ND50
ND52,True North Airpark,West Fargo,US-ND,,ND52,46.80279922485352,-97.01219940185548,ND52
ND53,Pueppke Airport,Ayr,US-ND,,ND53,47.046388,-97.388055,ND53
ND54,Whitman Field,Robinson,US-ND,,ND54,47.12919998168945,-99.73040008544922,ND54
ND55,Sperr Airport,Ypsilanti,US-ND,,ND55,46.788111,-98.536965,ND55
ND59,Grieve Airport,Buffalo,US-ND,,ND59,46.98749923706055,-97.52950286865234,ND59
ND60,Douglas Portage Airport,Arvilla,US-ND,,ND60,47.956616,-97.481738,ND60
ND62,Brands Airport,Taylor,US-ND,,ND62,46.84830093383789,-102.45800018310548,ND62
ND64,Rue Ranch Airfield,Sheyenne,US-ND,,ND64,47.818222,-99.215859,ND64
ND65,Letzring Airport,Center,US-ND,,ND65,46.98889923095703,-101.35399627685548,ND65
ND68,Vining Airport,Wheatland,US-ND,,ND68,46.9557991027832,-97.30120086669922,ND68
ND72,Lonetree Airstrip,Harvey,US-ND,,ND72,47.68439865112305,-100.08499908447266,ND72
ND73,Peterson Airport,Amenia,US-ND,,ND73,47.048301696777344,-97.25559997558594,ND73
ND74,Smith Private Airport,Amenia,US-ND,,ND74,47.0166015625,-97.16290283203124,ND74
ND75,Pete's Tractor Salvage Airport,Anamoose,US-ND,,ND75,47.720001220703125,-100.2689971923828,ND75
ND78,Wilcox Farm Airport,Ayr,US-ND,,ND78,47.040000915527344,-97.53700256347656,ND78
ND81,Grand Forks Par Site Heliport,Cavalier,US-ND,,ND81,48.72124,-97.908152,ND81
ND82,Y-Rock Airport,Ray,US-ND,,ND82,48.311303,-103.148025,ND82
ND83,Allmaras Aviation Airport,New Rockford,US-ND,,ND83,47.74284,-99.393254,ND83
ND84,Skaar Farm Airfield,New Rockford,US-ND,,ND84,47.74925,-99.222389,ND84
ND85,Humann Private Airstrip,Hazelton,US-ND,,ND85,46.49309921264648,-100.1790008544922,ND85
ND86,Peterson Airport,Grendra,US-ND,,ND86,48.56389999389648,-103.96299743652344,ND86
ND89,Mutschler Field,Clementsville,US-ND,,ND89,47.05580139160156,-98.50700378417967,ND89
ND90,Dahl Private Airport,Cogswell/Brampton/,US-ND,,ND90,45.96659851074219,-97.73370361328124,ND90
ND96,Sauter Airport,Bismark,US-ND,,ND96,46.801700592041016,-100.6790008544922,ND96
ND98,Cloud Nine Airport,Lincoln,US-ND,,ND98,46.76079940795898,-100.65499877929688,ND98
ND99,Ellig Field,Hickson,US-ND,,ND99,46.7202,-96.809502,ND99
NE01,Schutte Airport,Guide Rock,US-NE,,NE01,40.19469833374024,-98.35199737548828,NE01
NE02,Pender Community Hospital Heliport,Pender,US-NE,,NE02,42.10609817504883,-96.71109771728516,NE02
NE03,Cherry County Hospital Heliport,Valentine,US-NE,,NE03,42.878673,-100.537761,NE03
NE04,Ely Airport,Guide Rock,US-NE,,NE04,40.092322,-98.347662,NE04
NE05,Cherry Heliport,Firth,US-NE,,NE05,40.56529998779297,-96.6613998413086,NE05
NE06,Woolf Brothers Airport,Lynch,US-NE,,NE06,42.826639,-98.422323,NE06
NE08,Larrabee Farm Airport,Lamar,US-NE,,NE08,40.547877,-101.978284,NE08
NE09,Simpson Airport,Norfolk,US-NE,,NE09,41.96329879760742,-97.46730041503906,NE09
NE10,Flying C Heliport,Elkhorn,US-NE,,NE10,41.25690078735352,-96.24359893798828,NE10
NE12,Sullivan Airstrip,Palmer,US-NE,,NE12,41.23889923095703,-98.22810363769533,NE12
NE14,Ogallala Community Hospital Heliport,Ogallala,US-NE,,NE14,41.1505012512207,-101.72000122070312,NE14
NE16,Gothenburg Memorial Hospital Heliport,Gothenburg,US-NE,,NE16,40.939753,-100.154251,NE16
NE17,Walts Aerial Service Airport,St. Paul,US-NE,,NE17,41.2486000061,-98.4559020996,NE17
NE18,Krutz Airport,Seward,US-NE,,NE18,40.91419982910156,-97.08059692382812,NE18
NE20,Bernadt Airport,Steinauer,US-NE,,NE20,40.18610000610352,-96.2114028930664,NE20
NE21,Clyde Airfield,Oxford,US-NE,,NE21,40.286401,-99.593554,NE21
NE22,Great Plains Regional Medical Center Heliport,North Platte,US-NE,,NE22,41.122238,-100.771183,NE22
NE25,Orr Field,North Platte,US-NE,,NE25,41.18190002441406,-100.86000061035156,NE25
NE26,Treadway Air Airport,Ashland,US-NE,,NE26,41.02255,-96.435056,NE26
NE28,Jubilee Heliport,Omaha,US-NE,,NE28,41.35689926147461,-96.04889678955078,NE28
NE29,Cavanaugh Airport,Minden,US-NE,,NE29,40.51390075683594,-99.01200103759766,NE29
NE30,Olson Field,Holdrege,US-NE,,NE30,40.57360076904297,-99.42040252685548,NE30
NE32,Box Butte General Hospital Med-I-Port Heliport,Alliance,US-NE,,NE32,42.11439895629883,-102.87100219726562,NE32
NE34,Fehringer Aerodrome,Sidney,US-NE,,NE34,41.038643,-102.955027,NE34
NE35,Sutton Airport,Chester,US-NE,,NE35,40.05830001831055,-97.54119873046876,NE35
NE38,Aknux Airport,Prosser,US-NE,,NE38,40.709518,-98.559545,NE38
NE39,Warbonnet Ag Strip,Davey,US-NE,,NE39,40.9500007629,-96.6502990723,NE39
NE40,Denton Airfield,Denton,US-NE,,NE40,40.71639,-96.869142,NE40
NE41,Rgnl West Medical Center Heliport,Scottsbluff,US-NE,,NE41,41.88759994506836,-103.66400146484376,NE41
NE42,Dream Field,Lincoln,US-NE,,NE42,40.93330001831055,-96.70059967041016,NE42
NE43,Musiel Airport,Morse Bluff,US-NE,,NE43,41.438415,-96.752446,NE43
NE44,Koinzan Airport,Elgin,US-NE,,NE44,41.990848,-98.08005,NE44
NE48,Childrens Hospital & Medical Center Helipad,Omaha,US-NE,,NE48,41.260779,-96.042003,NE48
NE49,Koke Airport,Gretna,US-NE,,NE49,41.070175,-96.245679,NE49
NE55,Humboldt Hospital Heliport,Humboldt,US-NE,,NE55,40.162200927734375,-95.94190216064452,NE55
NE56,Werner Airport,Valley,US-NE,,NE56,41.341400146484375,-96.3949966430664,NE56
NE57,Thomas Airport,Liberty,US-NE,,NE57,40.093678,-96.479616,NE57
NE59,Pester Airport,Lincoln,US-NE,,NE59,40.83330154418945,-96.56700134277344,NE59
NE60,St Elizabeth Community Health Center Heliport,Lincoln,US-NE,,NE60,40.80780029,-96.63079834,NE60
NE62,Ochsner Heliport,Madison,US-NE,,NE62,41.84360122680664,-97.41699981689452,NE62
NE65,Roth Airport,Milford,US-NE,,NE65,40.766998291015625,-97.07779693603516,NE65
NE67,Falk Air Field,Hoskins,US-NE,,NE67,42.107655,-97.341313,NE67
NE68,Faith Regional Health Services West Campus Heliport,Norfolk,US-NE,,NE68,42.03409957885742,-97.45269775390624,NE68
NE69,Browns Airport,Weeping Water,US-NE,EPG,NE69,40.8675003052,-96.1100006104,EPG
NE71,Immanuel Medical Center Heliport,Omaha,US-NE,,NE71,41.32220077514648,-96.02110290527344,NE71
NE75,Kristijanto Airstrip,Dakota City,US-NE,,NE75,42.400342,-96.431304,NE75
NE76,St Francis Medical Center Heliport,Grand Island,US-NE,,NE76,40.92499924,-98.37259674,NE76
NE77,Kearney Regional Medical Center Heliport,Kearney,US-NE,,NE77,40.681659,-99.111593,NE77
NE78,Kohles Airport,Norfolk,US-NE,,NE78,42.074738,-97.318895,NE78
NE79,Mueller Field,Roca,US-NE,,NE79,40.65280151367188,-96.62110137939452,NE79
NE80,Chambers Airfield,Roca,US-NE,,NE80,40.673066,-96.637813,NE80
NE81,Huffy's Airport,Spencer,US-NE,,NE81,42.881487,-98.655762,NE81
NE82,Nolte Farms Airport,Murray,US-NE,,NE82,40.932498931884766,-95.99949645996094,NE82
NE84,Memorial Hospital Heliport,Aurora,US-NE,,NE84,40.86830139160156,-98.0145034790039,NE84
NE86,Traudt Airport,Sutton,US-NE,,NE86,40.66559982299805,-97.86979675292967,NE86
NE87,Rempe Private Airport,Superior,US-NE,,NE87,40.097198486328125,-98.0647964477539,NE87
NE88,Novotny/Tonar Farms Airport,Valparaiso,US-NE,,NE88,41.02080154418945,-96.86419677734376,NE88
NE90,Mary Lanning Memorial Hospital Heliport,Hastings,US-NE,,NE90,40.591400146484375,-98.3874969482422,NE90
NE92,Thomsen Airport,Wymore,US-NE,,NE92,40.055298,-96.661264,NE92
NE94,Feik Field Ultralight Flightpark,Friend,US-NE,,NE94,40.55678,-97.209544,NE94
NE95,Frenchman Airport,Culbertson,US-NE,,NE95,40.229334,-100.856841,NE95
NH01,Bellamy River Seaplane Base,Dover,US-NH,,NH01,43.1417917,-70.8462612,NH01
NH02,Puzzo-Lakewood Heliport,Alton,US-NH,,NH02,43.482416,-71.2453056,NH02
NH03,Granite Heliport,Hudson,US-NH,,NH03,42.794167,-71.367778,NH03
NH04,Ciardelli Field Heliport,Milford,US-NH,,NH04,42.8057966,-71.618797,NH04
NH05,Seacoast Helicopters West Heliport,Mont Vernon,US-NH,,NH05,42.899444,-71.646666,NH05
NH06,Dynasty Farms Heliport,Salem,US-NH,,NH06,42.80339813232422,-71.18280029296875,NH06
NH07,Cooper Farm Airport,Loudon,US-NH,,NH07,43.280399322509766,-71.45659637451172,NH07
NH08,Marbina Woods Heliport,North Stratford,US-NH,,NH08,44.693292,-71.575008,NH08
NH09,Seabrook Station Heliport,Seabrook,US-NH,,NH09,42.89590072631836,-70.86119842529297,NH09
NH10,Springfield Cove Heliport,Wolfeboro,US-NH,,NH10,43.560239,-71.194936,NH10
NH11,Swain Hill Heliport,Warren,US-NH,,NH11,43.961,-71.8888333,NH11
NH12,Evans Seaplane Base,Manchester,US-NH,,NH12,43.038295,-71.468561,NH12
NH13,Concord Hospital Heliport,Concord,US-NH,,NH13,43.19729995727539,-71.56060028076172,NH13
NH14,Parker International Heliport,Greenfield,US-NH,,NH14,42.929442,-71.860833,NH14
NH15,Locke Lake Airport,Barnstead,US-NH,,NH15,43.38669967651367,-71.2333984375,NH15
