ident,name,municipality,iso_region,iata_code,local_code,latitude_deg,longitude_deg,faa_code
MS72,Singing River Hospital Heliport,Pascagoula,US-MS,,MS72,30.376100540161133,-88.53109741210938,MS72
MS73,Segars Heliport,Iuka,US-MS,,MS73,34.752899169921875,-88.21839904785156,MS73
MS75,Lewis Airport,Glen Allan,US-MS,,MS75,33.013372,-91.038544,MS75
MS76,Wade Field,Calhoun City,US-MS,,MS76,33.775443,-89.24478,MS76
MS77,Lang Flying Service Airport,Inverness,US-MS,,MS77,33.333156,-90.642622,MS77
MS78,Pascagoula Refinery Pad Nr 1 Heliport,Pascagoula,US-MS,,MS78,30.32939910888672,-88.50830078125,MS78
MS79,Parkview Regional Medical Center Heliport,Vicksburg,US-MS,,MS79,32.34600067138672,-90.8583984375,MS79
MS80,Hasting Airpark,Bruce,US-MS,,MS80,33.994598388671875,-89.3125991821289,MS80
MS81,Forrest General Hospital Heliport,Hattiesburg,US-MS,,MS81,31.31920051574707,-89.3302993774414,MS81
MS82,Shade Tree Field,Lyman,US-MS,,MS82,30.510499954223636,-89.14730072021484,MS82
MS84,Beaman Heliport,Petal,US-MS,,MS84,31.361556,-89.161333,MS84
MS85,Skelton Airport,Shaw,US-MS,,MS85,33.597900390625,-90.80290222167967,MS85
MS86,Oglesby Farms Inc. Airport,Glen Allan,US-MS,,MS86,33.05009841918945,-91.0833969116211,MS86
MS87,Ben L. Briggs Heliport,Pascagoula,US-MS,,MS87,30.370500564575195,-88.55699920654297,MS87
MS88,Oreck Airport,Poplarville,US-MS,,MS88,30.77739906311035,-89.72509765625,MS88
MS89,Gulfport Jail Heliport,Gulfport,US-MS,,MS89,30.438971,-89.056131,MS89
MS90,Flowood Industrial Airport,Flowood,US-MS,,MS90,32.315601,-90.1436,MS90
MS91,Adjutant General Office Heliport,Jackson,US-MS,,MS91,32.324729,-90.165911,MS91
MS93,Hooper Skylark Field,Mc Neil,US-MS,,MS93,30.726600646972656,-89.73169708251953,MS93
MS94,Nwmrmc Heliport,Clarksdale,US-MS,,MS94,34.17839813232422,-90.5518035888672,MS94
MS95,Dorr Field,Merigold,US-MS,,MS95,33.8473014831543,-90.72509765625,MS95
MS96,Barrett Field,Philadelphia,US-MS,,MS96,32.756187,-89.094851,MS96
MT01,Owen Bros Airport,Geraldine,US-MT,,MT01,47.61800003051758,-110.09200286865234,MT01
MT02,Hellinger Airport,Devon,US-MT,,MT02,48.53829956054688,-111.49700164794922,MT02
MT03,Lakeside Airport,Lakeside,US-MT,,MT03,47.993408,-114.224306,MT03
MT04,Olfert Airport,Lustre,US-MT,,MT04,48.40420150756836,-106.00900268554688,MT04
MT05,Laird Ranch Airport,Ekalaka,US-MT,,MT05,45.66809844970703,-104.7030029296875,MT05
MT06,Duncan Airport,Helena,US-MT,,MT06,46.570461,-112.175274,MT06
MT08,Zortman Airport,Zortman,US-MT,,MT08,47.91669845581055,-108.48300170898438,MT08
MT10,Riverside Heliport,Kalispell,US-MT,,MT10,48.215514,-114.298047,MT10
MT14,Jerry Creek Airport,Wise River,US-MT,,MT14,45.82350158691406,-112.88600158691406,MT14
MT15,Fort Harrison Army Airfield,Helena,US-MT,,MT15,46.624651,-112.110927,MT15
MT18,Torres Airport,Columbia Falls,US-MT,,MT18,48.287534,-114.183698,MT18
MT19,Hoversland Airport,Ronan,US-MT,,MT19,47.591,-114.052002,MT19
MT20,Hollstein Ranch Airport,Wibaux,US-MT,,MT20,46.85829925537109,-104.0989990234375,MT20
MT23,St Patrick Hospital Heliport,Missoula,US-MT,,MT23,46.872100830078125,-114.0009994506836,MT23
MT25,St Vincent Hospital Heliport,Billings,US-MT,,MT25,45.78329849243164,-108.5019989013672,MT25
MT27,Columbus Hospital Heliport,Great Falls,US-MT,,MT27,47.488051,-111.296879,MT27
MT28,Kalispell Regional Hospital Heliport,Kalispell,US-MT,,MT28,48.213307,-114.324009,MT28
MT29,Sunday Creek Airpark,Miles City,US-MT,,MT29,46.47890090942383,-105.85800170898438,MT29
MT30,Trapper Creek Strip,Darby,US-MT,,MT30,45.939855,-114.136899,MT30
MT31,Central Montana Hospital and Nursing Home Heliport,Lewistown,US-MT,,MT31,47.05799865722656,-109.44000244140624,MT31
MT32,Ckye Field,Stevensville,US-MT,,MT32,46.53879928588867,-114.04000091552734,MT32
MT33,Bair Airport,Ulm,US-MT,,MT33,47.409400939941406,-111.48699951171876,MT33
MT35,St Peters Health Heliport,Helena,US-MT,,MT35,46.5817,-111.99608,MT35
MT37,Sanders Airport,Kalispell,US-MT,,MT37,48.12435,-114.240711,MT37
MT38,Swank Airport,Poplar,US-MT,,MT38,48.40340042114258,-105.15699768066406,MT38
MT39,Black Canyon Ranch Airport,Seeley Lake,US-MT,,MT39,47.102717,-113.311803,MT39
MT40,Horner Field,Great Falls,US-MT,,MT49,47.593655,-111.270213,MT49
MT41,Jefco Skypark Airport,Whitehall,US-MT,,MT41,45.878299713134766,-112.11699676513672,MT41
MT42,Hasskamp STOLport,Three Forks,US-MT,,MT42,45.91049957275391,-111.51399993896484,MT42
MT43,Klies Air Strip,Basin,US-MT,,MT43,46.34629821777344,-112.34400177001952,MT43
MT44,Missoula Unit Heliport,Missoula,US-MT,,MT44,46.855499267578125,-114.05899810791016,MT44
MT45,Castleberry Airport,Ekalaka,US-MT,,MT45,45.90890121459961,-104.57599639892578,MT45
MT47,Metzel Creek Airport,Lakeview,US-MT,,MT47,44.6869010925293,-111.8939971923828,MT47
MT48,Flying Y Ranch Airport,Livingston,US-MT,,MT48,45.42629,-110.656532,MT48
MT50,Lanning Ranch Airport,Alzada,US-MT,,MT50,45.087799072265625,-104.81900024414062,MT50
MT51,Zerbe Airport,Frazer,US-MT,,MT51,48.277000427246094,-105.96199798583984,MT51
MT52,Nine Mile Airport,Huson,US-MT,,MT52,47.07770156860352,-114.41300201416016,MT52
MT53,Carson Field,Kalispell,US-MT,,MT53,48.09469985961914,-114.85199737548828,MT53
MT54,Weaver Airport,Kalispell,US-MT,,MT54,48.243900299072266,-114.24400329589844,MT54
MT55,Billings Clinic Helipad,Billings,US-MT,,MT55,45.789533,-108.512828,MT55
MT58,Nelson Airport,Fort Peck,US-MT,,MT58,47.766701,-106.188004,MT58
MT60,Langton Airstrip,Polebridge,US-MT,,MT60,48.81439971923828,-114.35399627685548,MT60
MT64,Mineral County Hospital Heliport,Superior,US-MT,,MT64,47.18439865112305,-114.87000274658205,MT64
MT65,Smithfield Airport,Lewistown,US-MT,,MT65,47.116515,-109.382105,MT65
MT67,Granite County Memorial Hospital Heliport,Philipsburg,US-MT,,MT67,46.32989883422852,-113.29499816894533,MT67
MT69,Littlebear Airport,Thompson Falls,US-MT,,MT69,47.727724,-115.464614,MT69
MT70,Benefis Healthcare Heliport,Great Falls,US-MT,,MT70,47.49184,-111.25983,MT70
MT71,Edsall Field,Bozeman,US-MT,,MT71,45.724098205566406,-111.04299926757812,MT71
MT72,Hedditch Airport,Victor,US-MT,,MT72,46.346001,-114.176003,MT72
MT76,Smith Farms Airport,Great Falls,US-MT,,MT76,47.39970016479492,-111.47000122070312,MT76
MT77,Peterson Ranch Airport,Highwood,US-MT,,MT77,47.608701,-110.906535,MT77
MT78,Clark Fork Valley Hospital Heliport,Plains,US-MT,,MT78,47.468299865722656,-114.88899993896484,MT78
MT79,Sand Creek Wildlife Station Airport,Roy,US-MT,,MT79,47.58420181274414,-108.70899963378906,MT79
MT80,Vine Airport,Wolf Point,US-MT,,MT80,48.042336,-105.607195,MT80
MT83,Ten Mile Airport,Helena,US-MT,,MT83,46.571153,-112.180072,MT83
MT85,Redfield Ag Strip,Opheim,US-MT,,MT85,48.75889968869999,-106.364997864,MT85
MT86,Bar E Airport,Helena,US-MT,,MT86,47.164355,-112.113197,MT86
MT87,Oglesby Farms Inc Airport,Peerless,US-MT,,MT87,48.66669845581055,-105.93399810791016,MT87
MT88,Campbell Ranch Airport,Marion,US-MT,,MT88,48.00439834594727,-114.9990005493164,MT88
MT93,Larner Field,Deer Lodge,US-MT,,MT93,46.28710174560547,-112.75800323486328,MT93
MT94,Ousel Falls Airport,Big Sky,US-MT,,MT94,45.24660110473633,-111.3290023803711,MT94
MT95,Sky Ranch Airport,Kalispell,US-MT,,MT95,48.116901,-114.186079,MT95
MT97,Frampton Airport,Noxon,US-MT,,MT97,47.977475,-115.766401,MT97
MT99,Ccmh Heliport,Red Lodge,US-MT,,MT99,45.17770004272461,-109.25399780273438,MT99
MTF,Metro Field,Fairbanks,US-AK,MTX,MTF,64.80680084229999,-147.761993408,MTX
MU00,Samuel L. Clemens Memorial Airport,Paris,US-MO,,MU00,39.44449996948242,-91.95179748535156,MU00
MU01,Dogwood Canyon Heliport,Blue Eye,US-MO,,MU01,36.49919891357422,-93.45850372314452,MU01
MU02,C.E.F. Airport,Warrenton,US-MO,,MU02,38.80979919433594,-91.10350036621094,MU02
MU04,Broadwater Airport,Malden,US-MO,,MU04,36.58980178833008,-89.92009735107422,MU04
MU05,Arch Heliport,St Louis,US-MO,,MU05,38.61840057373047,-90.21730041503906,MU05
MU07,Angle Bar M Airport,Adrian,US-MO,,MU07,38.39469909667969,-94.3102035522461,MU07
MU08,Lee's Summit Heliport,Lee's Summit,US-MO,,MU08,38.92219924926758,-94.40380096435548,MU08
MU09,Hester Airport,Burlington Junction,US-MO,,MU09,40.466833,-95.023426,MU09
MU10,Southeast Mo Hospital Heliport,Cape Girardeau,US-MO,,MU10,37.31060028076172,-89.54060363769531,MU10
MU11,Eagle's Landing Airport,Climax Springs,US-MO,,MU11,38.220886,-93.0127,MU11
MU14,Pepper Field,Belle,US-MO,,MU14,38.299363,-91.689781,MU14
MU15,Madison Memorial Heliport,Fredericktown,US-MO,,MU15,37.55559921264648,-90.3040008544922,MU15
MU16,Spillman Field,Jamesport,US-MO,,MU16,40.000301361083984,-93.78990173339844,MU16
MU17,Ray County Memorial Hospital Heliport,Richmond,US-MO,,MU17,39.263369,-93.95705,MU17
MU18,Stark Airport,Warrenton,US-MO,,MU18,38.78103,-91.16451,MU18
MU20,Robbins Airport,Odessa,US-MO,,MU20,38.94559860229492,-93.9646987915039,MU20
MU21,Miller Farm Airport,Bay,US-MO,,MU21,38.52370071411133,-91.5177001953125,MU21
MU23,White Cloud Flying Field,Columbia,US-MO,,MU23,39.030736,-92.393303,MU23
MU24,Someday Ranch Airport,Cedarcreek,US-MO,,MU24,36.57170104980469,-93.03679656982422,MU24
MU25,Piney Bend Airport,Houston,US-MO,,MU25,37.437801361083984,-91.94930267333984,MU25
MU26,Robinson Airport,Belton,US-MO,,MU26,38.77083,-94.559133,MU26
MU27,Woodfield Airpark Inc Airport,Lockwood,US-MO,,MU27,37.46810150146485,-93.9293975830078,MU27
MU29,Three Rivers Healthcare Hospital Heliport,Poplar Bluff,US-MO,,MU29,36.77399826049805,-90.43190002441406,MU29
MU30,Progress West Hospital Heliport,O'Fallon,US-MO,,MU30,38.716381,-90.699275,MU30
MU32,Sugar Branch Airport,Columbia,US-MO,,MU32,38.951575,-92.447923,MU32
MU33,Harrison Airport,Hurdland,US-MO,,0MO6,40.076331,-92.319374,0MO6
MU34,Haven Wood Airport,Round Spring,US-MO,,MU34,37.33620071411133,-91.39459991455078,MU34
MU35,Tallen Airport,Arkoe,US-MO,,MU35,40.26750183105469,-94.7865982055664,MU35
MU36,Eagle's Roost Heliport,Bagnel,US-MO,,MU36,38.185001373291016,-92.6959991455078,MU36
MU37,University Hospitals & Clinics Heliport,Columbia,US-MO,,MU37,38.937767,-92.327978,MU37
MU38,Bogard-Cowgill Airport,Milan,US-MO,,MU38,40.1788804,-93.131678,MU38
MU39,Van's Heliport,Springfield,US-MO,,MU39,37.22090148925781,-93.13849639892578,MU39
MU40,Lake Village Airport,Paris,US-MO,,MU40,39.461307,-92.010508,MU40
MU41,Ingram Private Airport,Purdy,US-MO,,MU41,36.795199,-93.899517,MU41
MU44,Texas County Memorial Hospital Heliport,Houston,US-MO,,MU44,37.3170013428,-91.9615020752,MU44
MU45,Missouri Delta Heliport,Sikeston,US-MO,,MU45,36.890828,-89.581616,MU45
MU47,Nemo Coal County Heliport,Cairo,US-MO,,MU47,39.500301361083984,-92.51629638671876,MU47
MU48,Sunburst Ranch Airport,Gainesville,US-MO,,MU48,36.648399353027344,-92.22039794921876,MU48
MU49,Riley Brancus Ranch Heliport,Huntsville,US-MO,,MU49,39.55390167236328,-92.56739807128906,MU49
MU50,Riley House Heliport,Moberly,US-MO,,MU50,39.41249847412109,-92.46209716796876,MU50
MU51,Clarion Heliport,St Louis,US-MO,,MU51,38.62279891967773,-90.1865005493164,MU51
MU52,Cardinal Glennon Heliport,St Louis,US-MO,,MU52,38.625099182128906,-90.24259948730467,MU52
MU53,Twin Rivers Regional Medical Center Heliport,Kennett,US-MO,,MU53,36.23590087890625,-90.04090118408203,MU53
MU54,General John J Pershing Memorial Hospital Heliport,Brookfield,US-MO,,MU54,39.7750015259,-93.06739807130002,MU54
MU57,Flib Field,Conway,US-MO,,MU57,37.518574,-92.816926,MU57
MU58,Va Medical Center Heliport,Kansas City,US-MO,,MU58,39.06420135498047,-94.52549743652344,MU58
MU59,Lester E. Cox Medical Center North Heliport,Springfield,US-MO,,MU59,37.225275,-93.290931,MU59
MU60,Western Missouri Medical Center Heliport,Warrensburg,US-MO,,MU60,38.766831,-93.721842,MU60
MU61,Research Belton Hospital Heliport,Belton,US-MO,,MU61,38.816645,-94.503593,MU61
MU62,Hilltop Airport,Drexel,US-MO,,MU62,38.56330108642578,-94.59110260009766,MU62
MU63,Blumenstetter Airport,Elkland,US-MO,,MU63,37.435001373291016,-93.06680297851562,MU63
MU64,Capital Region Medical Center Heliport,Jefferson City,US-MO,,MU64,38.565851,-92.182465,MU64
MU65,Lakeside Airport,Farmington,US-MO,,MU65,37.76950073242188,-90.4656982421875,MU65
MU66,Winfield Manor Heliport,Winfield,US-MO,,MU66,39.017799377441406,-90.81790161132812,MU66
MU67,Dst Heliport,Kansas City,US-MO,,MU67,39.012001037597656,-94.510498046875,MU67
MU68,Eu-Wish Airport,Hermann,US-MO,,MU68,38.66889953613281,-91.53600311279295,MU68
MU69,Peterman Airport,Collins,US-MO,,MU69,37.86949920654297,-93.6259994506836,MU69
MU70,Skyview Airport,Ozark,US-MO,,MU70,36.99509811401367,-93.13880157470705,MU70
MU72,Maune Ultralight Flightpark,Villa Ridge,US-MO,,MU72,38.424714,-90.896587,MU72
MU73,Spencer Field,Highlandville,US-MO,,MU73,36.926394,-93.289389,MU73
MU75,SSM Health St Mary's Heliport,Jefferson City,US-MO,,MU75,38.558725,-92.220331,MU75
MU76,Fisher Delta Research Center Lee Farm Heliport,Portageville,US-MO,,MU76,36.395875,-89.613757,MU76
MU77,Aero Britton Airport,Fayette,US-MO,,MU77,39.1292,-92.730698,MU77
MU78,Taylor Field,Waynesville,US-MO,,MU78,37.847964,-92.188933,MU78
MU79,Delta Center Heliport #1,Portageville,US-MO,,MU79,36.416042,-89.700885,MU79
MU84,Michael Farm Airport,Lone Jack,US-MO,,MU84,38.89950180053711,-94.22940063476562,MU84
MU85,Thomas Airport,Oak Grove,US-MO,,MU85,38.95500183105469,-94.12740325927734,MU85
MU86,Taus River Ranch Airport,Houston,US-MO,,MU86,37.41999816894531,-91.95770263671876,MU86
MU88,Yarbro Field,Poplar Bluff,US-MO,,MU88,36.858356,-90.399869,MU88
MU89,Woodland Airstrip,Troy,US-MO,,MU89,38.911999,-91.035698,MU89
MU90,Falcon Heliport,Lees Summit,US-MO,,MU90,38.95700073242188,-94.37660217285156,MU90
MU91,Lake Regional Health System Heliport,Osage Beach,US-MO,,MU91,38.120574,-92.681716,MU91
MU92,Northeast Regional Medical Center Heliport,Kirksville,US-MO,,MU92,40.192068,-92.590595,MU92
MU93,Breech Medical Center Heliport,Lebanan,US-MO,,MU93,37.6870002746582,-92.66300201416016,MU93
MU94,Galmey Heliport,Wheatland,US-MO,,MU94,37.893236,-93.36212,MU94
MU98,Eagles Nest Airport,Eagle Rock,US-MO,,MU98,36.5180556,-93.6836111,MU98
MXC,Monticello Airport,Monticello,US-UT,MXC,U64,37.93243,-109.341225,MXC
MY00,Sieg's Farm Airport,Truman,US-MN,,MY00,43.89410018920898,-94.493896484375,MY00
MY01,Roan Airport,Warren,US-MN,,MY01,48.14580154418945,-96.75260162353516,MY01
MY06,Ramerth Airport,Fulda,US-MN,,MY06,43.83140182495117,-95.5552978515625,MY06
MY07,Nord Field,Wolverton,US-MN,,MY07,46.58330154418945,-96.60649871826172,MY07
MY10,Deters Farms Airport,Spring Grove,US-MN,,MY10,43.56110000610352,-91.68150329589844,MY10
MY11,Gilgenbach's Airport,Taopi,US-MN,,MY11,43.52140045166016,-92.65850067138672,MY11
MY12,Dykstra Acreage Airport,Trosky,US-MN,,MY12,43.88079833984375,-96.25309753417967,MY12
MY15,Kastanek Airport,Pierz,US-MN,,MY15,45.9557991027832,-93.9894027709961,MY15
MY18,Lino Air Park,Lino Lakes,US-MN,,MY18,45.187198638916016,-93.13050079345705,MY18
MY19,Schwenk Airport,Murdock,US-MN,,MY19,45.17079925537109,-95.39250183105467,MY19
MY20,Prudential Helistop,Plymouth,US-MN,,MY20,45.06389999389648,-93.44860076904295,MY20
MY21,Kollar's Shoreview Marine Seaplane Base,Shoreview,US-MN,,MY21,45.03329849243164,-93.1251983642578,MY21
MY22,Hazelglade Resort Seaplane Base,Wahkon,US-MN,,MY22,46.1416015625,-93.52110290527344,MY22
MY23,Andings Landing Seaplane Base,Chanhassen,US-MN,,MY23,44.88050079345703,-93.6085968017578,MY23
MY24,Falk Private Airport,Park Rapids,US-MN,,MY24,46.86220169067383,-95.0522003173828,MY24
MY26,Minnesota Valley Health Center Heliport,Le Sueur,US-MN,,MY26,44.45330047607422,-93.91570281982422,MY26
MY27,Essentia Health St Mary Heliport,Detroit Lakes,US-MN,,MY27,46.814654,-95.845134,MY27
MY28,Pinetree Airpark,Harris,US-MN,,MY28,45.57979965209961,-92.96309661865234,MY28
MY29,Kaiser's Airstrip,Lake Park,US-MN,,MY29,46.79690170288086,-96.09960174560548,MY29
MY32,Rosacker's Nr 2 Seaplane Base,Deerwood,US-MN,,MY32,46.36439895629883,-93.86000061035156,MY32
MY33,Rosacker's Nr 1 Seaplane Base,New Brighton,US-MN,,MY33,45.07690048217773,-93.20439910888672,MY33
MY34,Jorgensen's Landing Seaplane Base,Prior Lake,US-MN,,MY34,44.73939895629883,-93.3957977294922,MY34
MY35,Walker Field,Afton,US-MN,,MY35,44.93349838256836,-92.81770324707033,MY35
MY37,Eyota Airport,Eyota,US-MN,,MY37,43.981803,-92.245942,MY37
MY38,Irons Point Seaplane Base,Tower,US-MN,,MY38,47.843299865722656,-92.35070037841795,MY38
MY44,Rice Memorial Hospital Heliport,Willmar,US-MN,,MY44,45.12009811401367,-95.04660034179688,MY44
MY46,Hay Shakers Airport,Nicollet,US-MN,,MY46,44.279202,-94.213303,MY46
MY47,Guggenberger Airport,Sartell,US-MN,,MY47,45.60469818115234,-94.21080017089844,MY47
MY48,Lake Fremont Seaplane Base,Zimmerman,US-MN,,MY48,45.45750045776367,-93.57830047607422,MY48
MY50,Frontenac Airport,Lake City,US-MN,,MY50,44.50337,-92.364404,MY50
MY54,Cloverleaf-East Bemidji Airport,Bemidji,US-MN,,MY54,47.438301,-94.812202,MY54
MY55,B I R Airport,,US-MN,,MY55,46.419700622558594,-94.27529907226562,MY55
MY56,Robertson Field,Hibbing,US-MN,,MY56,47.25239944458008,-92.8593978881836,MY56
MY57,Fedor Airport,Holdingford,US-MN,,MY57,45.763301849365234,-94.4574966430664,MY57
MY58,Home-Base Airport,Holloway,US-MN,,MY58,45.238800048828125,-95.92530059814452,MY58
MY59,Gasper Airport,Euclid,US-MN,,MY59,47.9015998840332,-96.61229705810548,MY59
MY60,Hagen Airport,Richville,US-MN,,MY60,46.50270080566406,-95.61979675292967,MY60
MY62,"Ultraflyte, Inc Ultralightport",Jenkins,US-MN,,MY62,46.66519927978516,-94.34329986572266,MY62
MY64,Schjeldrup Airport,Felton,US-MN,,MY64,47.03110122680664,-96.60230255126952,MY64
MY65,University of Minnesota Hospitals & Clinics Heliport,Minneapolis,US-MN,,MY65,44.97123,-93.23055,MY65
MY66,North Star Ranch Airport,Onamia,US-MN,,MY66,46.070499420166016,-93.84719848632812,MY66
MY68,Johnsons Aero Repair Airport,Wheaton,US-MN,,MY68,45.77719879150391,-96.3914031982422,MY68
MY72,Isle Private Airport,Isle,US-MN,,MY72,46.159698,-93.461304,MY72
MY74,Fairview Northland Regional Hospital Heliport,Princeton,US-MN,,MY74,45.558866,-93.59158,MY74
MY76,Johnson's Sea Landing Seaplane Base,Tower,US-MN,,MY76,47.856094,-92.391675,MY76
MY77,North Memorial Heliport,Robbinsdale,US-MN,,MY77,45.014554,-93.320308,MY77
MY79,Children's Hospital St Paul Heliport,St Paul,US-MN,,MY79,44.942564,-93.107746,MY79
MY80,Rosenberg Airport,Ceylon,US-MN,,MY80,43.52220153808594,-94.5824966430664,MY80
MY83,Safe Air Seaplane Base,Longville,US-MN,,MY83,46.98659896850586,-94.12439727783205,MY83
MY84,Sioux Valley Hospital Heliport,New Ulm,US-MN,,MY84,44.31269836425781,-94.47550201416016,MY84
MY86,Johnson Seaplane Base,Rockford,US-MN,,MY86,45.15079879760742,-93.73999786376952,MY86
MY87,Saint Cloud Hospital Heliport,Saint Cloud,US-MN,,MY87,45.574292,-94.169348,MY87
MY89,Pavek Personal Airport,Pine City,US-MN,,MY89,45.90829849243164,-92.90579986572266,MY89
MY90,Al's Due North Airport,North Branch,US-MN,,MY90,45.481845,-92.988545,MY90
MY91,Douglas County Hospital Heliport,Alexandria,US-MN,,MY91,45.87360000610352,-95.3772964477539,MY91
MY92,Grohnke Field,Braham,US-MN,,MY92,45.72859954833984,-93.28829956054688,MY92
MY93,Johnston Seaplane Base,Perham,US-MN,,MY93,46.610833,-95.704444,MY93
MY94,Country Haven Airport,Cloquet,US-MN,,MY94,46.75249862670898,-92.41919708251952,MY94
MY95,Swanson Field,Crown,US-MN,,MY95,45.4463996887207,-93.38279724121094,MY95
MY96,Bahnsen Seaplane Base,Faribault,US-MN,,MY96,44.416698,-93.330804,MY96
MY97,Nielsen's Airport,Farmington,US-MN,,MY97,44.599141,-93.127585,MY97
MY98,Pake Airport,Felton,US-MN,,MY98,47.045501708984375,-96.66560363769533,MY98
MY99,Johnston Airport,Hawley,US-MN,,MY99,46.85749816894531,-96.23519897460938,MY99
MYK,May Creek Airport,May Creek,US-AK,MYK,MYK,61.335701,-142.686996,MYK
N01,Mosquero Emergency Services Heliport,Mosquero,US-NM,,N01,35.782444,-103.958028,N01
N02,Red River Heliport,Red River,US-NM,,N02,36.709794,-105.418922,N02
N05,Hackettstown Airport,Hackettstown,US-NJ,,N05,40.820099,-74.855202,N05
N07,Lincoln Park Airport,Lincoln Park,US-NJ,,N07,40.9474983215332,-74.31449890136719,N07
N08,Flanagan Field,Farmville,US-NC,,N08,35.55670166015625,-77.56060028076172,N08
N09,Northfield Heliport,Thomaston,US-CT,,N09,41.72370147705078,-73.1156997680664,N09
N10,Perkiomen Valley Airport,Collegeville,US-PA,,32PA,40.203999,-75.430298,32PA
N15,Kingston Airport,Kingston,US-NV,,N15,39.202407,-117.072585,N15
N16,Centre Airpark,Centre Hall,US-PA,,N16,40.810951,-77.658019,N16
N17,Vaughn Municipal Airport,Vaughn,US-NM,,N17,34.60458,-105.191822,N17
N21,Holly Ridge/Topsail Island Airport,Holly Ridge,US-NC,,NR32,34.490335,-77.531934,NR32
N22,Sky Manor Airport,Jacksonville,US-NC,,N22,34.716801,-77.592201,N22
N25,Blue Heron Airport,Delanson,US-NY,,N25,42.6973,-74.1996,N25
N26,Derby Aerodrome,Ellerbe,US-NC,,N26,35.1332,-79.6313,N26
N29,Magdalena Airport,Magdalena,US-NM,,N29,34.094298,-107.297051,N29
N30,Cherry Ridge Airport,Honesdale,US-PA,,N30,41.515301,-75.251503,N30
N33,Picatinny Army Heliport,Dover,US-NJ,,N33,40.961134,-74.5272,N33
N39,Meyers Heliport,Candler,US-NC,,N39,35.506099700927734,-82.73419952392578,N39
N41,Waterbury Airport,Waterbury,US-CT,,N41,41.632381,-73.048182,N41
N42,Shippensburg Airport,Shippensburg,US-PA,,N42,40.053747,-77.461739,N42
N43,Braden Airpark,Easton,US-PA,,N43,40.742199,-75.242897,N43
N45,Kobelt Airport,Wallkill,US-NY,,N45,41.627899,-74.133797,N45
N46,U S Heliport,Wingate,US-NC,,N46,34.98429870605469,-80.41909790039062,N46
N48,Horsham Valley Airways Inc Heliport,Horsham,US-PA,,N48,40.20209884643555,-75.1781997680664,N48
N50,Li Calzi Airport,Bridgeton,US-NJ,,N50,39.408401,-75.237099,N50
N56,Great Valley Airport,Great Valley,US-NY,,N56,42.205101,-78.647202,N56
N61,Hinshaw (Greenacres) Airport,Liberty,US-NC,,N61,35.87369918823242,-79.52749633789062,N61
N63,Meadow Brook Field,Walnut Cove,US-NC,,N63,36.30149841308594,-80.14839935302734,N63
N65,Apex Airport,Delanson,US-NY,,65NK,42.7295,-74.164001,65NK
N72,Warwick Municipal Airport,Warwick,US-NY,,N72,41.28760147094727,-74.28710174560547,N72
N74,Penns Cave Airport,Centre Hall,US-PA,,N74,40.890301,-77.602501,N74
N83,DS Butler Farm and Airfield,Oak Ridge,US-NC,,N83,36.195099,-80.005302,N83
N85,Alexandria Field Airport,Pittstown,US-NJ,,N85,40.587552,-75.018382,N85
N86,Spanish Springs Airport,Reno,US-NV,,N86,39.66659927368164,-119.7229995727539,N86
N88,Kecks Airport,Julian,US-NC,,N88,35.92649841308594,-79.62750244140625,N88
N92,Laneys Airport,Maiden,US-NC,,N92,35.57429885864258,-81.11730194091797,N92
N95,Carlisle Barracks Heliport,Carlisle,US-PA,,N95,40.2036161336,-77.16305494310001,N95
N97,Hiatt Airport,Thomasville,US-NC,,N97,35.830079,-80.109451,N97
NA01,Jenson Airport,Reynolds,US-ND,,NA01,47.66830062866211,-97.00540161132812,NA01
NA02,Saure Airport,Americus,US-ND,,NA02,47.704715,-97.054703,NA02
NA03,Boll Brothers Airstrip,Russell,US-ND,,NA03,48.67250061035156,-100.85800170898438,NA03
NA05,Kraig Farms Airport,Sheldon,US-ND,,NA05,46.61220169067383,-97.43560028076172,NA05
NA06,Bouret Ranch Airport,Sheyenne,US-ND,,NA06,47.86280059814453,-98.97260284423828,NA06
NA07,Kornkven Airstrip,Souris,US-ND,,NA07,48.88639831542969,-100.69499969482422,NA07
NA10,Anderson Private Airport,Starkweather,US-ND,,NA10,48.38059997558594,-99.03369903564452,NA10
NA12,Johnson Private Airport,Turtle Lake,US-ND,,NA12,47.43170166015625,-100.84200286865234,NA12
NA13,Linrud Airstrip,Velva,US-ND,,NA13,48.12220001220703,-100.93699645996094,NA13
NA17,Jacob Gust Airport,West Fargo,US-ND,,NA17,46.94269943237305,-96.9290008544922,NA17
NA18,Hought Airstrip,Williston,US-ND,,NA18,48.41339874267578,-103.83599853515624,NA18
NA21,Thompson Private Airport,Wyndmere,US-ND,,NA21,46.228115,-97.236796,NA21
NA22,Vernon Miller Private Airport,Rhame,US-ND,,NA22,46.01250076293945,-103.7959976196289,NA22
NA32,Johnson Airstrip,Eldridge,US-ND,,NA32,46.89860153198242,-98.85870361328124,NA32
NA33,Ripplinger Strip,Esmond,US-ND,,NA33,48.0010986328125,-99.9260025024414,NA33
NA38,Sabbe Brothers Landing Strip,Maddock,US-ND,,NA38,47.95059967041016,-99.42960357666016,NA38
NA39,Dorbrinski Airport,Makoti,US-ND,,NA39,47.89780044555664,-101.8550033569336,NA39
