airport,lat,lon,year,month,temp_mean,temp_min,temp_max,precip_sum,windspeed_max
MMH,37.625381,-118.84306,2017,1,-2.5906249999999997,-15.3,9.4,363.9,28.2
BNA,36.1245,-86.6782,2015,4,15.487096774193551,1.5,26.3,152.7,26.4
DCA,38.8521,-77.037697,2015,4,12.941935483870965,-0.3,25.3,89.5,28.2
OKC,35.393388,-97.598248,2015,5,19.528125000000003,9.2,28.5,279.1,32.8
BTV,44.471901,-73.153297,2021,1,-5.696875,-23.0,3.6,54.5,24.3
PNS,30.4734,-87.1866,2022,9,24.98387096774194,15.6,32.4,72.10000000000001,30.5
ECP,30.357106,-85.795414,2020,9,24.909677419354832,12.5,35.5,320.80000000000007,44.5
MCI,39.2976,-94.713898,2015,12,4.025,-9.6,16.3,99.10000000000001,30.6
GEG,47.6199,-117.533997,2021,10,8.4625,-1.7,21.5,54.0,42.0
DAL,32.847099,-96.851799,2013,8,30.846875000000004,20.8,39.3,13.9,23.5
YUM,32.650938,-114.609375,2016,4,23.990322580645167,11.4,36.3,2.3000000000000003,35.8
CVG,39.048801,-84.667801,2015,1,-1.3906250000000002,-17.2,13.7,67.3,28.6
SBN,41.708698,-86.317299,2021,7,22.028125,11.7,31.4,113.3,25.0
EWR,40.692501,-74.168701,2016,10,13.965625,2.6,28.5,72.1,30.8
FSD,43.585463,-96.741152,2016,10,11.728124999999999,0.6,23.6,62.5,35.5
SBN,41.708698,-86.317299,2016,11,7.967741935483871,-2.4,23.6,75.8,34.3
LAX,33.942501,-118.407997,2019,7,20.053125,15.8,28.7,0.4,30.1
MLI,41.448502,-90.5075,2021,7,23.875,15.7,33.1,58.5,23.6
MDW,41.785999,-87.752403,2018,8,22.996875,12.4,33.0,226.89999999999998,30.1
FAI,64.815102,-147.856003,2019,5,11.840625,-2.1,23.9,35.2,23.2
BQN,18.4949,-67.129402,2023,2,24.182758620689654,21.8,25.7,23.600000000000005,43.9
CHA,35.035301,-85.203796,2015,9,22.68387096774193,10.6,33.7,91.39999999999999,16.4
LEX,38.036499,-84.605904,2013,11,5.651612903225807,-6.5,20.0,92.0,34.5
SLC,40.78886,-111.979866,2020,9,19.993548387096777,4.8,35.1,4.6,42.1
BUF,42.940498,-78.732201,2020,4,5.732258064516128,-5.0,20.7,95.5,36.8
AMA,35.219398,-101.706001,2016,7,28.946875,19.8,40.2,12.7,36.8
ELP,31.807199,-106.377998,2022,3,13.74375,-2.1,29.4,11.5,49.7
DCA,38.8521,-77.037697,2021,2,2.3620689655172415,-7.5,16.5,140.8,30.6
DFW,32.896801,-97.038002,2017,6,25.97096774193549,18.6,35.4,155.6,28.8
CHS,32.898602,-80.040497,2013,11,13.85483870967742,1.3,26.3,63.10000000000001,31.9
SJC,37.362452,-121.929188,2023,2,8.506896551724138,-0.2,17.8,117.60000000000001,42.4
ORH,42.2673,-71.875702,2017,6,18.39032258064516,7.1,31.8,107.6,25.0
BWI,39.1754,-76.668297,2014,4,11.493548387096773,0.1,25.0,145.6,29.0
STL,38.748697,-90.370003,2013,11,5.951612903225807,-7.4,21.5,42.6,34.7
JAX,30.492469,-81.687813,2016,5,24.125,11.4,34.2,90.2,25.3
DRO,37.151501,-107.753998,2022,6,19.235483870967744,2.8,33.6,126.20000000000002,28.1
CMI,40.039819,-88.276249,2014,7,21.046875,10.9,30.4,62.0,32.8
EYW,24.556101,-81.759598,2021,6,27.34193548387097,24.1,29.1,117.00000000000001,35.8
DRO,37.151501,-107.753998,2018,2,-1.9655172413793103,-20.8,14.1,30.9,28.7
SJU,18.4394,-66.001801,2018,7,27.456249999999997,23.9,31.3,96.10000000000001,28.6
MQT,46.3536,-87.395401,2017,7,18.5,8.5,29.0,113.69999999999999,22.0
SGF,37.245701,-93.388603,2020,1,2.734375,-8.8,16.8,145.2,27.8
PNS,30.4734,-87.1866,2023,2,16.610344827586207,2.4,24.7,74.60000000000001,32.1
SPI,39.844101,-89.677902,2018,3,4.09375,-5.7,15.5,113.7,35.6
SRQ,27.394631,-82.554359,2019,10,26.518749999999997,20.7,35.2,86.4,41.4
SJC,37.362452,-121.929188,2015,4,15.167741935483871,6.7,30.8,25.000000000000004,28.6
ASE,39.223202,-106.869003,2023,5,7.65,-0.4,19.3,53.5,15.2
ROC,43.1189,-77.672401,2013,8,20.309375,12.3,28.7,79.80000000000001,19.7
SAV,32.127602,-81.202103,2017,5,23.659374999999997,11.2,36.8,163.8,29.0
PDX,45.588699,-122.598,2018,7,22.125,10.3,37.7,2.3000000000000003,23.2
ICT,37.649899,-97.433098,2020,8,25.871875000000003,16.0,36.0,35.4,38.7
LFT,30.205299,-91.987602,2018,1,7.99375,-8.5,22.5,133.7,29.1
OKC,35.393388,-97.598248,2020,2,5.626666666666666,-10.1,22.7,41.5,35.7
KOA,19.738783,-156.045603,2022,2,22.593103448275855,16.9,27.1,22.900000000000006,20.0
TUS,32.115004,-110.938053,2016,1,9.5375,-2.1,25.3,36.1,38.6
MAF,31.942499,-102.202003,2018,6,29.603225806451615,17.9,42.4,23.1,39.3
BOI,43.5644,-116.223,2023,8,24.796875,11.2,39.4,18.3,36.6
ICT,37.649899,-97.433098,2023,8,27.424999999999997,16.0,38.6,39.6,27.2
OMA,41.3032,-95.894096,2021,4,11.483870967741936,-4.2,30.1,67.8,35.5
SNA,33.675701,-117.867996,2019,5,16.353125,10.0,24.1,23.1,29.0
DVL,48.115454,-98.908796,2021,10,9.553125,-1.9,27.0,110.2,43.2
PWM,43.646198,-70.309303,2019,8,20.54375,11.0,29.0,96.1,20.1
OAK,37.720085,-122.221184,2018,5,14.168750000000001,9.7,23.8,5.2,30.5
BOS,42.36197,-71.0079,2021,1,-1.2531249999999998,-19.1,10.9,62.400000000000006,36.4
ORF,36.895341,-76.201,2020,12,7.456249999999999,-4.3,19.8,124.5,46.7
GEG,47.6199,-117.533997,2016,4,11.848387096774196,1.4,26.1,22.700000000000003,34.8
SMF,38.6954,-121.591003,2018,12,8.753125,1.2,16.5,78.80000000000001,28.4
HGR,39.708771,-77.728014,2018,4,8.53225806451613,-4.7,27.9,107.8,39.4
ORF,36.895341,-76.201,2023,6,21.632258064516133,10.5,31.8,132.6,44.6
ORD,41.9786,-87.9048,2020,8,22.65625,11.2,34.3,56.60000000000001,22.9
SAV,32.127602,-81.202103,2019,9,26.1,17.4,36.1,88.19999999999999,42.5
ELP,31.807199,-106.377998,2016,4,18.13225806451613,1.8,30.0,4.8,38.6
ORF,36.895341,-76.201,2014,7,25.1625,18.0,33.4,160.1,42.6
AUS,30.197535,-97.662015,2017,4,21.074193548387097,8.9,33.9,144.1,37.5
MKE,42.947201,-87.896599,2019,10,9.821874999999999,-5.3,27.4,149.5,42.9
ELP,31.807199,-106.377998,2021,12,11.209375,0.5,23.4,26.6,54.9
ROC,43.1189,-77.672401,2017,6,18.945161290322584,7.5,30.8,126.70000000000002,24.2
ATW,44.258099,-88.519096,2019,7,22.93125,12.1,31.0,104.39999999999999,30.3
RIC,37.505199,-77.319702,2022,3,11.1125,-5.9,26.6,96.9,36.4
BDL,41.93851,-72.688066,2018,8,23.293750000000003,14.1,33.9,179.5,17.5
ABQ,35.039976,-106.608925,2018,10,13.475,0.8,28.5,46.699999999999996,40.0
PIA,40.6642,-89.693298,2019,8,22.940625,14.5,31.5,74.7,25.1
SDF,38.1744,-85.736,2017,11,8.225806451612902,-3.2,24.6,50.599999999999994,34.6
BUF,42.940498,-78.732201,2019,7,22.2375,11.4,29.5,96.19999999999999,28.5
SRQ,27.394631,-82.554359,2019,4,23.141935483870967,13.4,32.7,61.9,45.4
ABQ,35.039976,-106.608925,2019,5,17.084375,4.2,29.2,20.0,51.1
RST,43.908298,-92.5,2018,4,1.6935483870967745,-16.0,23.5,84.89999999999999,38.8
CLE,41.411701,-81.8498,2019,7,23.759375,14.5,33.6,122.5,23.1
ONT,34.056,-117.600998,2017,7,25.896875,15.6,40.4,3.0,29.2
PNS,30.4734,-87.1866,2023,5,23.228125,12.5,30.6,98.5,23.6
STT,18.337091,-64.977251,2023,8,28.628125,25.2,30.2,110.7,41.4
IAD,38.9445,-77.455803,2019,5,19.778125,6.7,33.1,115.79999999999998,22.3
MHT,42.932598,-71.435699,2015,2,-10.53793103448276,-23.9,3.1,75.3,31.3
MTJ,38.5098,-107.893997,2019,8,23.521875,11.3,34.5,3.0,20.1
BDL,41.93851,-72.688066,2016,7,23.978125000000002,14.9,34.1,111.5,21.3
JFK,40.639447,-73.779317,2023,6,19.39032258064516,9.8,26.8,78.6,32.1
BDL,41.93851,-72.688066,2015,10,11.165625,-1.5,23.3,66.39999999999999,25.3
SNA,33.675701,-117.867996,2015,6,20.0258064516129,13.4,28.6,1.9999999999999998,22.9
HNL,21.32062,-157.924228,2020,8,26.6625,23.4,30.7,5.2,33.8
SCE,40.849374,-77.84852,2021,12,3.196875,-7.0,16.5,88.19999999999999,33.4
ICT,37.649899,-97.433098,2016,9,22.796774193548384,9.6,32.9,167.5,35.7
FSD,43.585463,-96.741152,2016,2,-2.7299999999999995,-20.9,16.4,36.800000000000004,54.1
LAS,36.083361,-115.151817,2016,5,22.9875,9.9,37.3,9.7,29.2
TRI,36.475201,-82.407401,2017,4,15.561290322580646,0.4,29.7,183.00000000000003,29.6
MSP,44.880081,-93.221741,2013,9,19.451612903225804,8.2,34.2,33.8,26.8
JAN,32.311199,-90.075897,2014,6,25.706451612903226,17.7,34.3,77.0,21.6
SLC,40.78886,-111.979866,2023,6,19.174193548387098,8.1,33.1,33.9,34.9
RDM,44.254101,-121.150002,2022,12,-1.721875,-20.4,13.1,113.19999999999999,39.8
STL,38.748697,-90.370003,2014,3,4.465625,-15.4,23.6,47.0,31.2
STL,38.748697,-90.370003,2022,2,0.46896551724137925,-17.6,18.4,98.30000000000003,31.2
ABE,40.651773,-75.442797,2023,8,22.1875,12.8,31.2,103.5,25.7
MIA,25.7932,-80.290604,2014,6,26.532258064516128,22.1,31.7,149.9,24.8
LFT,30.205299,-91.987602,2021,11,15.003225806451614,4.3,25.5,32.2,27.5
GSP,34.895699,-82.218903,2014,2,5.913793103448276,-7.2,20.6,91.3,25.0
ABE,40.651773,-75.442797,2022,3,5.490625,-8.3,22.3,107.9,40.3
IAD,38.9445,-77.455803,2017,8,22.684375000000003,14.9,32.9,152.39999999999998,23.5
ASE,39.223202,-106.869003,2021,3,-1.2968750000000002,-15.1,12.4,84.3,18.7
ANC,61.179004,-149.992561,2020,6,12.951612903225806,7.4,19.2,30.700000000000003,23.5
BOS,42.36197,-71.0079,2021,7,21.209375,13.3,32.2,239.1,32.8
EWR,40.692501,-74.168701,2022,3,6.4281250000000005,-7.2,22.8,96.0,37.2
ECP,30.357106,-85.795414,2020,10,22.428124999999998,10.3,30.7,74.7,39.4
CKB,39.2966,-80.228104,2020,2,3.0899999999999994,-9.0,16.8,151.60000000000002,28.8
LAX,33.942501,-118.407997,2015,8,23.578125,15.9,34.1,0.0,24.5
TLH,30.3965,-84.350304,2022,8,26.15625,20.9,34.3,200.20000000000002,20.1
TRI,36.475201,-82.407401,2022,7,24.653125000000003,17.0,34.4,139.7,18.9
ELP,31.807199,-106.377998,2015,12,6.15,-11.3,21.9,26.6,32.8
PIB,31.4671,-89.337097,2022,6,27.851612903225806,18.7,39.3,121.90000000000002,18.2
SMF,38.6954,-121.591003,2019,7,25.028125000000003,13.7,40.8,0.0,18.6
AMA,35.219398,-101.706001,2021,10,16.965625,3.5,34.0,40.0,49.2
SAT,29.533701,-98.469803,2015,8,29.390625,21.6,38.6,22.2,21.1
PWM,43.646198,-70.309303,2016,8,21.83125,15.4,30.9,75.19999999999999,26.3
SGF,37.245701,-93.388603,2017,1,3.5000000000000004,-14.2,18.8,69.5,34.8
SBN,41.708698,-86.317299,2018,12,0.69375,-9.9,10.8,80.0,33.0
MSN,43.1399,-89.337502,2022,8,22.1875,14.5,33.2,70.2,24.9
RNO,39.4991,-119.767998,2017,6,21.96451612903226,4.2,36.2,17.200000000000003,23.7
LGA,40.777199,-73.872597,2019,9,20.31935483870968,10.3,31.1,36.0,30.9
CAE,33.938801,-81.119499,2015,11,14.474193548387099,0.6,25.5,112.9,27.1
SCE,40.849374,-77.84852,2016,6,19.72258064516129,7.1,28.7,82.60000000000001,28.2
RIC,37.505199,-77.319702,2016,2,5.17,-9.7,20.4,145.89999999999998,32.0
SAF,35.6171,-106.088997,2016,8,19.84375,9.8,29.8,39.400000000000006,25.4
SMF,38.6954,-121.591003,2018,11,13.299999999999999,1.6,30.1,75.1,35.5
BQN,18.4949,-67.129402,2014,4,25.912903225806446,22.8,30.3,42.0,20.5
ABQ,35.039976,-106.608925,2014,7,26.065625000000004,17.0,37.5,27.1,23.3
DTW,42.21377,-83.353786,2022,5,16.859375,2.3,30.9,97.10000000000001,30.3
PDX,45.588699,-122.598,2015,1,6.078125,-3.8,18.6,81.4,29.3
AVL,35.436199,-82.541801,2015,8,22.11875,13.7,32.2,100.5,13.4
PDX,45.588699,-122.598,2020,11,7.480645161290323,-1.7,18.6,218.59999999999997,38.7
GSP,34.895699,-82.218903,2022,10,14.815625,2.0,26.5,77.9,26.2
SPI,39.844101,-89.677902,2021,11,5.541935483870969,-6.3,19.1,32.3,33.7
HNL,21.32062,-157.924228,2014,10,26.415625,23.9,29.3,102.80000000000001,30.7
MGM,32.300598,-86.393997,2019,11,11.861290322580647,-3.1,25.5,80.00000000000001,31.9
BUF,42.940498,-78.732201,2017,8,19.640625,8.9,29.3,73.5,32.7
DBQ,42.402,-90.709503,2022,5,16.509375,0.9,30.9,114.8,30.4
FWA,40.9785,-85.195099,2022,11,5.809677419354839,-9.5,22.5,39.4,52.7
ONT,34.056,-117.600998,2015,12,9.8375,-2.0,27.0,29.9,23.8
CRW,38.3731,-81.593201,2015,9,20.89354838709677,9.7,32.2,90.2,19.9
ICT,37.649899,-97.433098,2013,10,14.721874999999999,1.3,31.3,121.8,36.3
BOI,43.5644,-116.223,2020,11,3.561290322580645,-6.9,22.7,54.199999999999996,37.2
FLL,26.072599,-80.152702,2019,10,26.662499999999998,22.4,30.9,122.7,32.4
JFK,40.639447,-73.779317,2014,2,-2.7896551724137932,-18.1,11.9,129.0,39.8
DRO,37.151501,-107.753998,2015,6,18.809677419354845,4.3,32.2,39.500000000000014,24.2
BQK,31.258801,-81.466499,2020,4,20.432258064516127,11.2,31.7,139.60000000000002,42.0
JLN,37.151798,-94.498299,2019,12,5.393750000000001,-6.7,18.6,37.0,29.9
MCI,39.2976,-94.713898,2014,4,11.980645161290324,-2.7,25.9,114.00000000000001,37.5
TOL,41.5868,-83.8078,2017,8,20.884375,10.5,31.8,71.1,32.1
ROC,43.1189,-77.672401,2022,6,19.919354838709676,8.4,34.1,88.9,28.2
CLE,41.411701,-81.8498,2022,12,0.640625,-20.2,14.9,56.8,46.4
FWA,40.9785,-85.195099,2019,10,12.68125,-4.0,31.3,96.0,44.2
SGF,37.245701,-93.388603,2015,2,-1.5310344827586206,-22.4,18.4,51.300000000000004,25.3
STL,38.748697,-90.370003,2014,1,-2.9593749999999996,-23.9,12.4,65.4,35.1
SHD,38.263802,-78.8964,2018,7,23.540625,12.1,34.0,88.6,17.7
PWM,43.646198,-70.309303,2021,9,17.816129032258058,7.8,25.7,155.3,26.1
BOI,43.5644,-116.223,2020,2,1.8033333333333335,-7.1,14.4,26.0,36.9
IND,39.7173,-86.294403,2022,10,12.521875000000001,0.7,24.8,37.7,30.4
ORF,36.895341,-76.201,2021,8,26.084374999999998,19.0,34.7,186.0,30.7
GJT,39.126663,-108.529387,2019,1,-2.409375,-17.9,7.0,20.8,18.8
MSP,44.880081,-93.221741,2013,11,0.49999999999999983,-11.3,11.4,25.0,28.8
RST,43.908298,-92.5,2016,1,-9.403125,-30.6,3.0,18.1,31.9
CLE,41.411701,-81.8498,2018,2,1.8482758620689652,-11.6,21.7,145.0,45.6
DSM,41.534,-93.663101,2015,5,16.565625,3.5,27.9,196.0,39.1
MEM,35.0424,-89.9767,2019,7,26.525,15.2,33.7,189.6,31.7
LBB,33.663601,-101.822998,2020,6,27.119354838709672,13.2,39.3,13.499999999999998,40.6
SAT,29.533701,-98.469803,2022,8,28.625,21.5,38.6,190.29999999999998,27.8
MIA,25.7932,-80.290604,2018,11,23.461290322580652,7.2,29.7,48.50000000000001,25.3
ABQ,35.039976,-106.608925,2015,4,14.56774193548387,2.6,28.1,4.8,32.8
LCK,39.813801,-82.927803,2021,9,20.187096774193552,8.6,30.7,89.99999999999999,30.6
MKE,42.947201,-87.896599,2018,5,14.003125,3.8,29.8,150.8,43.0
HHH,32.2244,-80.697502,2022,6,26.783870967741937,21.2,36.5,93.8,25.6
DSM,41.534,-93.663101,2022,5,17.34375,3.3,31.1,152.60000000000002,40.9
STL,38.748697,-90.370003,2021,3,9.384374999999999,-3.0,24.0,126.2,35.0
MEM,35.0424,-89.9767,2015,2,1.6241379310344828,-8.4,16.2,121.6,34.4
ABQ,35.039976,-106.608925,2022,12,3.165625,-9.1,15.3,21.900000000000002,27.8
AMA,35.219398,-101.706001,2021,8,26.178125,15.9,37.8,28.1,31.9
BHM,33.562901,-86.753502,2019,5,23.09375,10.3,34.0,97.9,27.5
CRP,27.770399,-97.501198,2017,7,29.078125,24.0,35.2,42.0,30.6
LBB,33.663601,-101.822998,2017,8,24.215625000000003,15.2,32.8,64.5,25.7
CPR,42.908001,-106.463997,2020,3,0.6281249999999999,-11.9,11.9,31.9,50.7
AUS,30.197535,-97.662015,2017,11,18.325806451612905,3.8,30.3,31.9,36.9
CHA,35.035301,-85.203796,2017,7,26.162499999999998,17.8,36.6,145.39999999999998,19.5
PIB,31.4671,-89.337097,2017,5,21.978125000000002,9.2,32.6,139.89999999999998,32.1
TYS,35.811001,-83.994003,2015,2,0.4827586206896552,-15.6,15.8,91.50000000000001,30.1
ADK,51.883564,-176.642783,2019,4,2.9935483870967743,-1.1,7.5,99.2,39.6
GEG,47.6199,-117.533997,2019,10,4.96875,-9.9,17.3,43.8,38.5
HNL,21.32062,-157.924228,2022,2,23.48275862068966,18.6,27.9,8.2,28.5
RIC,37.505199,-77.319702,2022,12,4.7562500000000005,-13.3,17.8,93.9,34.9
TLH,30.3965,-84.350304,2016,8,27.034374999999997,23.0,40.6,203.89999999999998,20.3
SBN,41.708698,-86.317299,2019,4,8.706451612903226,-5.4,22.6,150.10000000000002,35.7
CHS,32.898602,-80.040497,2022,2,12.665517241379312,1.1,28.0,36.0,28.5
MDW,41.785999,-87.752403,2017,5,13.725,1.7,28.1,136.4,38.5
AUS,30.197535,-97.662015,2014,10,22.725,9.7,32.8,27.1,33.4
TYS,35.811001,-83.994003,2020,8,24.75625,16.4,33.1,157.89999999999998,29.0
SJU,18.4394,-66.001801,2022,5,26.681250000000002,21.2,32.5,88.89999999999999,25.9
SHV,32.446602,-93.8256,2018,11,11.538709677419353,-1.5,24.0,160.10000000000002,29.9
MFE,26.176141,-98.237965,2020,12,17.0125,3.8,29.9,33.1,43.3
ASE,39.223202,-106.869003,2013,9,12.729032258064517,-1.7,27.0,77.3,20.4
MIA,25.7932,-80.290604,2014,1,20.053125,8.1,27.7,82.0,35.3
ECP,30.357106,-85.795414,2016,6,27.090322580645164,21.0,34.0,122.69999999999999,23.5
MMH,37.625381,-118.84306,2016,12,-3.6125000000000003,-23.4,10.7,49.19999999999999,21.3
BIL,45.807701,-108.542999,2022,3,2.534375,-22.1,24.0,16.8,31.6
MLI,41.448502,-90.5075,2018,10,11.381250000000001,-1.3,29.8,133.8,39.5
RDU,35.877602,-78.787498,2022,5,21.118750000000002,7.8,34.8,120.5,28.7
DRO,37.151501,-107.753998,2019,11,1.8838709677419354,-21.0,16.5,55.00000000000001,28.8
MSP,44.880081,-93.221741,2017,8,18.96875,11.2,29.1,147.39999999999998,26.2
GRK,31.0672,-97.828903,2016,8,27.825,21.0,38.4,283.1,21.8
BHM,33.562901,-86.753502,2018,9,26.29032258064516,19.0,36.2,105.9,21.7
BQK,31.258801,-81.466499,2023,7,28.171875,22.5,39.2,133.1,27.6
BOI,43.5644,-116.223,2020,8,25.903125000000003,11.7,39.6,0.2,27.9
BOI,43.5644,-116.223,2017,1,-7.15625,-23.3,5.2,77.5,39.9
TPA,27.9755,-82.533203,2017,10,23.378125,9.4,31.3,64.4,37.1
MCI,39.2976,-94.713898,2014,6,23.522580645161288,12.7,32.6,221.39999999999998,33.4
PIT,40.491501,-80.232903,2019,12,1.975,-9.2,15.0,113.80000000000001,29.4
BNA,36.1245,-86.6782,2018,11,7.738709677419356,-6.1,20.4,179.00000000000003,32.4
BTV,44.471901,-73.153297,2022,5,15.178125,1.0,30.5,137.7,31.0
ESC,45.723199,-87.088623,2023,8,19.146875,11.4,29.9,108.5,46.7
BWI,39.1754,-76.668297,2015,4,12.290322580645165,0.9,24.3,96.80000000000001,28.8
IND,39.7173,-86.294403,2023,4,11.109677419354838,-2.7,27.0,78.3,40.0
OKC,35.393388,-97.598248,2021,1,4.34375,-5.4,17.8,76.3,43.0
ACV,40.978101,-124.109,2022,4,8.858064516129032,2.0,16.4,154.4,37.5
PDX,45.588699,-122.598,2022,3,8.384375,-1.7,20.0,127.4,29.9
YUM,32.650938,-114.609375,2022,2,15.441379310344828,3.3,30.2,5.0,36.9
RNO,39.4991,-119.767998,2017,2,2.2413793103448283,-15.3,13.1,215.09999999999997,31.6
ONT,34.056,-117.600998,2014,11,15.296774193548389,5.5,30.8,15.400000000000002,19.1
COS,38.805801,-104.700996,2020,9,16.451612903225808,-1.4,34.8,21.700000000000003,33.6
BOS,42.36197,-71.0079,2023,2,0.9482758620689656,-24.5,15.7,52.5,37.8
CLE,41.411701,-81.8498,2014,5,15.765625,4.2,29.2,55.50000000000001,29.4
RDU,35.877602,-78.787498,2015,10,15.456249999999999,3.2,25.8,137.0,27.1
IND,39.7173,-86.294403,2017,2,5.865517241379312,-10.0,21.9,91.4,33.8
SFO,37.619806,-122.374821,2017,10,16.28125,9.2,30.9,5.6,31.5
TOL,41.5868,-83.8078,2019,8,21.928125,12.6,31.5,92.4,27.6
AEX,31.3274,-92.549797,2019,5,23.728125,14.0,31.7,233.5,30.2
MFE,26.176141,-98.237965,2017,2,22.734482758620683,9.2,36.7,19.599999999999998,35.6
LIT,34.729582,-92.223728,2019,12,7.80625,-3.0,20.6,44.8,29.1
OMA,41.3032,-95.894096,2015,3,6.437500000000001,-14.6,27.5,15.4,41.5
LEX,38.036499,-84.605904,2016,8,24.724999999999998,16.0,32.7,114.10000000000001,18.8
ATL,33.6367,-84.428101,2016,6,26.712903225806453,15.0,36.9,50.300000000000004,25.3
SRQ,27.394631,-82.554359,2019,1,15.993750000000002,5.6,26.7,88.3,38.7
HDN,40.481201,-107.218002,2022,5,8.30625,-7.4,25.6,55.9,35.4
OMA,41.3032,-95.894096,2023,6,24.148387096774186,10.7,33.2,71.8,35.6
FAY,34.991199,-78.880302,2022,12,7.3125,-10.7,21.5,44.800000000000004,45.0
BUF,42.940498,-78.732201,2016,3,4.25,-8.6,20.1,115.2,38.7
SAT,29.533701,-98.469803,2022,9,27.064516129032263,17.0,35.6,36.199999999999996,21.8
ABQ,35.039976,-106.608925,2020,10,15.924999999999999,-6.1,30.1,20.3,47.0
XNA,36.281898,-94.306801,2018,1,0.9187500000000002,-17.2,16.9,62.900000000000006,34.0
MSY,29.993401,-90.258003,2019,3,16.10625,2.3,26.8,110.3,33.4
BHM,33.562901,-86.753502,2016,5,21.09375,8.3,33.1,54.8,24.8
BWI,39.1754,-76.668297,2014,6,22.799999999999994,12.6,32.9,56.10000000000001,20.1
PIT,40.491501,-80.232903,2021,5,14.78125,1.0,30.6,106.1,22.7
JFK,40.639447,-73.779317,2016,5,15.6,5.6,30.6,94.3,35.8
RDU,35.877602,-78.787498,2023,8,25.925,14.7,36.6,114.80000000000001,29.2
FAI,64.815102,-147.856003,2022,5,8.540625,-4.8,24.4,42.199999999999996,20.3
SLC,40.78886,-111.979866,2017,11,7.467741935483872,-4.5,19.9,38.900000000000006,36.1
RNO,39.4991,-119.767998,2013,9,19.564516129032253,3.4,33.2,7.300000000000001,23.1
GPT,30.407301,-89.070099,2019,7,27.36875,21.8,34.6,155.89999999999998,37.7
RNO,39.4991,-119.767998,2018,3,3.190625,-13.5,19.0,128.8,23.2
PDX,45.588699,-122.598,2018,1,6.328125,-0.4,15.8,213.39999999999998,34.9
CVG,39.048801,-84.667801,2021,3,8.3375,-6.0,22.0,98.9,34.3
MIA,25.7932,-80.290604,2014,2,22.268965517241377,11.1,28.6,37.4,26.8
HSV,34.637199,-86.775101,2014,2,5.334482758620689,-4.2,20.8,129.89999999999998,26.1
KOA,19.738783,-156.045603,2013,10,22.259375,17.6,26.7,160.0,10.0
CRP,27.770399,-97.501198,2021,9,27.39677419354839,19.0,33.8,136.3,37.4
PWM,43.646198,-70.309303,2023,6,16.11290322580645,7.1,27.7,186.0,25.3
PHL,39.871899,-75.241096,2014,4,10.909677419354837,-0.3,25.9,113.19999999999999,33.7
AMA,35.219398,-101.706001,2023,2,6.210344827586206,-9.1,22.0,9.0,59.0
TTN,40.276699,-74.813499,2023,6,20.703225806451613,10.1,35.4,127.5,24.0
STT,18.337091,-64.977251,2020,12,25.971875,23.9,27.0,29.0,47.8
OGS,44.6819,-75.4655,2020,9,15.81290322580645,4.5,26.8,59.5,29.7
GPT,30.407301,-89.070099,2022,10,19.78125,6.6,28.7,74.10000000000001,28.4
OMA,41.3032,-95.894096,2023,7,24.20625,12.9,36.2,114.5,36.6
BIL,45.807701,-108.542999,2014,10,11.965625,-2.3,25.5,5.8,38.3
CLE,41.411701,-81.8498,2013,9,18.138709677419353,8.1,32.5,83.2,27.8
TYS,35.811001,-83.994003,2014,10,15.4125,1.3,29.1,120.8,25.3
PNS,30.4734,-87.1866,2020,2,14.376666666666665,3.0,23.2,105.49999999999999,40.8
OMA,41.3032,-95.894096,2017,9,21.335483870967746,10.0,32.9,55.900000000000006,35.4
STX,17.701413,-64.802608,2017,7,27.515625,25.3,28.9,72.30000000000001,34.3
SNA,33.675701,-117.867996,2020,4,16.38709677419355,9.1,33.7,87.0,30.3
LAX,33.942501,-118.407997,2022,3,14.662500000000001,4.9,27.1,25.7,48.1
BQN,18.4949,-67.129402,2018,8,26.490625,23.8,28.3,98.0,41.3
DCA,38.8521,-77.037697,2017,3,7.06875,-8.0,24.9,111.3,36.7
VPS,30.4832,-86.525398,2021,3,16.915625,6.2,24.6,105.60000000000001,33.0
BPT,29.9508,-94.020699,2014,11,14.638709677419355,2.3,25.1,141.39999999999998,31.6
RNO,39.4991,-119.767998,2016,3,6.621875,-5.6,17.8,52.6,24.6
SLC,40.78886,-111.979866,2018,11,2.677419354838709,-6.5,17.5,44.800000000000004,32.9
PSP,33.8297,-116.507004,2022,12,13.8125,1.1,26.7,58.1,17.2
MGM,32.300598,-86.393997,2018,7,28.3125,22.2,36.7,109.9,20.1
ROC,43.1189,-77.672401,2021,1,-2.59375,-14.8,7.4,53.1,28.1
GJT,39.126663,-108.529387,2013,12,-8.08125,-26.3,5.9,18.5,14.0
ESC,45.723199,-87.088623,2017,6,16.287096774193547,8.7,25.4,149.29999999999998,44.2
AKN,58.677845,-156.651965,2020,5,8.571875,-1.2,20.4,46.1,40.2
TLH,30.3965,-84.350304,2016,11,18.299999999999997,5.7,29.9,6.6,23.9
CRW,38.3731,-81.593201,2018,5,20.715625,5.7,30.0,168.10000000000002,22.2
TYS,35.811001,-83.994003,2021,7,25.809375000000003,14.8,37.6,113.4,22.7
SGF,37.245701,-93.388603,2021,3,9.865625000000001,-2.8,24.2,218.89999999999998,33.7
MYR,33.679699,-78.928299,2019,4,18.132258064516126,3.9,28.6,88.2,43.7
OGG,20.896263,-156.431837,2018,12,23.456249999999997,18.0,27.8,59.1,41.1
