airport,lat,lon,year,month,temp_mean,temp_min,temp_max,precip_sum,windspeed_max
LEX,38.036499,-84.605904,2013,12,2.840625,-9.5,20.7,134.79999999999998,32.7
PBI,26.683201,-80.095596,2015,1,20.200000000000003,11.2,27.7,32.3,28.0
TPA,27.9755,-82.533203,2019,4,22.574193548387097,12.3,32.0,87.39999999999999,40.9
PAE,47.9063,-122.281998,2023,6,14.177419354838712,7.1,25.8,36.2,21.2
ATL,33.6367,-84.428101,2020,7,25.8125,19.4,33.1,119.19999999999999,24.0
LAS,36.083361,-115.151817,2023,8,31.45625,19.9,43.3,103.19999999999999,40.0
XNA,36.281898,-94.306801,2015,10,16.64375,7.2,30.4,36.7,22.3
SLC,40.78886,-111.979866,2022,2,-0.35517241379310344,-12.0,15.0,10.5,33.5
RNO,39.4991,-119.767998,2019,7,24.140625,11.7,34.9,2.8,19.0
JFK,40.639447,-73.779317,2019,3,3.5468750000000004,-12.7,17.6,100.9,41.1
RIC,37.505199,-77.319702,2020,4,13.17741935483871,3.0,27.1,142.10000000000002,34.9
DCA,38.8521,-77.037697,2022,12,3.4124999999999996,-13.8,16.8,119.4,33.8
AUS,30.197535,-97.662015,2017,10,21.003124999999997,5.8,31.9,83.4,34.7
GSO,36.097801,-79.937302,2019,3,8.046875,-5.6,21.4,65.0,29.8
SAV,32.127602,-81.202103,2013,12,13.8375,3.5,25.9,76.6,29.2
DAY,39.902401,-84.219398,2015,5,18.0375,5.0,28.2,49.7,34.4
SAV,32.127602,-81.202103,2018,4,17.75483870967742,5.4,29.9,161.49999999999997,33.3
GSP,34.895699,-82.218903,2020,4,15.199999999999998,3.1,28.4,136.8,52.8
SBN,41.708698,-86.317299,2015,11,7.409677419354839,-9.8,22.3,77.39999999999999,38.8
SAT,29.533701,-98.469803,2022,7,30.765625,23.7,39.4,11.8,27.8
STL,38.748697,-90.370003,2020,10,12.715625,2.2,27.5,114.0,31.1
ELP,31.807199,-106.377998,2018,7,28.853125,19.2,40.2,23.2,37.0
BWI,39.1754,-76.668297,2021,12,7.109375,-3.8,20.8,63.1,33.9
PVD,41.725038,-71.425668,2016,7,23.481250000000003,15.9,33.1,116.30000000000001,22.7
TRI,36.475201,-82.407401,2019,7,23.9,12.5,33.1,149.5,14.1
SGF,37.245701,-93.388603,2018,5,22.0875,9.3,33.2,96.4,27.0
OKC,35.393388,-97.598248,2015,6,25.94193548387096,12.6,34.3,128.5,32.7
ORF,36.895341,-76.201,2019,6,24.396774193548385,14.6,33.8,115.50000000000001,35.5
AUS,30.197535,-97.662015,2017,9,25.312903225806448,15.7,34.6,81.6,25.0
ROC,43.1189,-77.672401,2021,9,18.24516129032258,9.5,28.9,125.3,26.6
PIT,40.491501,-80.232903,2014,9,17.725806451612904,6.8,29.5,30.599999999999998,22.1
MCI,39.2976,-94.713898,2023,5,19.35625,3.6,31.7,87.10000000000001,25.8
MDW,41.785999,-87.752403,2014,1,-9.159375,-27.3,6.1,78.8,40.3
BQN,18.4949,-67.129402,2019,11,26.316129032258065,24.2,28.2,62.80000000000001,33.6
EYW,24.556101,-81.759598,2023,5,26.278125000000003,23.0,29.0,59.400000000000006,34.9
MOB,30.6912,-88.242798,2022,3,15.828125,-1.8,26.3,204.1,38.6
ELP,31.807199,-106.377998,2020,1,8.115625,-2.1,18.8,7.0,35.4
IAD,38.9445,-77.455803,2022,6,23.877419354838707,13.4,35.8,100.8,29.2
STT,18.337091,-64.977251,2014,2,24.837931034482757,22.9,26.1,23.200000000000003,37.5
TUS,32.115004,-110.938053,2020,12,11.309375,1.0,25.2,6.200000000000001,34.8
MSY,29.993401,-90.258003,2019,6,27.59677419354839,21.0,33.7,114.5,33.7
FLL,26.072599,-80.152702,2013,8,27.515625,23.1,31.3,100.5,22.1
BOI,43.5644,-116.223,2023,7,27.059375,12.9,40.0,0.0,34.1
MDT,40.193501,-76.763397,2019,5,17.946875,6.1,30.0,148.70000000000002,23.0
MYR,33.679699,-78.928299,2020,8,26.5875,21.1,33.4,265.7,45.3
BUF,42.940498,-78.732201,2020,8,21.440624999999997,12.9,30.9,81.9,35.9
BQN,18.4949,-67.129402,2016,3,25.334375,22.6,30.4,63.9,26.7
SFO,37.619806,-122.374821,2013,8,17.09375,12.9,25.9,0.2,20.7
SJC,37.362452,-121.929188,2014,7,22.2,13.4,36.8,0.1,22.2
FAT,36.776199,-119.718002,2021,5,23.18125,9.3,41.6,0.1,25.8
LCK,39.813801,-82.927803,2022,10,11.965625000000001,1.3,23.7,19.6,28.7
OMA,41.3032,-95.894096,2021,8,25.23125,15.0,35.0,46.7,34.9
TRI,36.475201,-82.407401,2015,9,19.816129032258065,7.9,30.3,92.2,21.9
DCA,38.8521,-77.037697,2023,2,7.168965517241379,-8.6,24.1,64.4,29.3
PHX,33.435302,-112.005905,2017,8,34.13125,23.9,43.3,21.4,25.6
JFK,40.639447,-73.779317,2021,9,20.674193548387098,9.7,29.3,178.39999999999998,44.6
DFW,32.896801,-97.038002,2014,1,6.428125,-7.3,22.2,33.7,39.2
LBE,40.275902,-79.4048,2022,2,1.1068965517241378,-13.9,16.7,151.59999999999997,39.9
EYW,24.556101,-81.759598,2015,6,27.53870967741936,23.6,29.6,65.19999999999999,35.3
ORD,41.9786,-87.9048,2020,3,4.26875,-5.5,16.9,94.10000000000001,41.9
ORH,42.2673,-71.875702,2020,6,19.76451612903226,4.9,32.0,84.10000000000001,26.8
ABQ,35.039976,-106.608925,2023,6,24.587096774193558,11.6,36.4,5.7,50.0
ONT,34.056,-117.600998,2016,11,15.87741935483871,2.7,32.0,20.5,22.2
OMA,41.3032,-95.894096,2022,12,-3.678125,-24.9,13.3,44.5,37.1
EYW,24.556101,-81.759598,2015,5,26.356250000000003,22.8,28.2,2.4000000000000004,38.2
ROC,43.1189,-77.672401,2018,2,0.37241379310344824,-12.6,20.2,79.09999999999998,35.4
MEM,35.0424,-89.9767,2018,12,7.36875,-4.1,21.5,180.4,35.5
FWA,40.9785,-85.195099,2018,3,1.7406249999999996,-6.6,12.7,80.3,37.5
DAL,32.847099,-96.851799,2019,12,9.875,-2.1,23.2,36.3,33.5
CHS,32.898602,-80.040497,2019,10,21.553125,10.0,34.0,110.9,33.9
DAL,32.847099,-96.851799,2014,8,30.06875,20.9,39.1,6.4,25.4
PSP,33.8297,-116.507004,2020,4,22.10645161290323,8.3,39.1,50.8,22.9
SDF,38.1744,-85.736,2017,5,18.590625000000003,4.8,29.6,159.0,32.6
MKE,42.947201,-87.896599,2013,10,12.215625,0.9,23.8,63.7,36.6
SAT,29.533701,-98.469803,2016,11,18.193548387096776,3.4,29.8,95.20000000000002,27.7
HSV,34.637199,-86.775101,2018,7,26.746875,20.2,34.1,62.400000000000006,21.0
PPG,-14.331,-170.710007,2016,11,27.141935483870963,24.5,29.2,186.9,38.3
RFD,42.1954,-89.097198,2020,6,21.86774193548387,10.2,30.7,99.20000000000002,34.5
OAJ,34.829201,-77.612099,2015,12,15.209374999999998,0.3,25.2,106.2,24.0
FLL,26.072599,-80.152702,2014,11,21.88709677419355,11.2,29.1,71.80000000000001,33.9
GJT,39.126663,-108.529387,2017,12,1.8375,-7.4,17.2,3.3,25.0
JAX,30.492469,-81.687813,2013,8,26.803125,21.2,34.8,109.5,20.2
TRI,36.475201,-82.407401,2021,6,22.12258064516129,10.7,32.0,91.8,19.4
GJT,39.126663,-108.529387,2023,5,18.4125,5.0,30.7,24.700000000000003,24.7
DSM,41.534,-93.663101,2013,10,11.625,-1.0,27.7,95.0,35.7
HSV,34.637199,-86.775101,2017,11,12.025806451612901,-0.2,25.1,51.00000000000001,32.6
IND,39.7173,-86.294403,2021,7,23.4875,12.8,32.2,201.1,23.0
IAD,38.9445,-77.455803,2022,12,2.8,-14.8,16.7,119.6,30.3
SAV,32.127602,-81.202103,2019,10,22.075,7.3,34.7,200.2,27.1
MSP,44.880081,-93.221741,2022,6,21.55806451612903,9.4,35.1,65.2,33.0
GRK,31.0672,-97.828903,2022,4,21.387096774193544,10.3,36.0,83.89999999999998,37.9
SEA,47.447943,-122.310276,2022,10,12.771875000000001,4.5,27.7,80.6,29.5
ASE,39.223202,-106.869003,2019,9,14.60967741935484,0.6,28.6,16.0,20.8
SWF,41.504101,-74.104797,2019,4,9.877419354838711,-3.8,23.9,111.7,34.4
MCI,39.2976,-94.713898,2019,4,13.02258064516129,-1.1,26.8,80.2,37.3
PWM,43.646198,-70.309303,2016,11,6.296774193548386,-0.2,14.1,102.3,31.4
BZN,45.7775,-111.153,2017,9,13.04516129032258,-1.1,33.3,101.30000000000001,17.1
TPA,27.9755,-82.533203,2017,4,23.52903225806451,12.1,34.7,5.5,33.2
HTS,38.366699,-82.557999,2019,7,25.334375,15.3,35.3,99.0,21.4
MDW,41.785999,-87.752403,2022,7,23.4375,14.9,33.6,162.6,33.4
MDW,41.785999,-87.752403,2021,5,15.1,1.1,31.9,93.4,40.5
PHX,33.435302,-112.005905,2021,4,24.93870967741935,12.8,37.3,0.8,33.6
SAF,35.6171,-106.088997,2017,4,10.85483870967742,-4.4,24.4,52.9,44.8
BOI,43.5644,-116.223,2014,12,2.2156249999999997,-17.1,14.5,69.89999999999999,36.1
CHA,35.035301,-85.203796,2014,3,8.996875,-3.9,25.2,105.1,26.2
SDF,38.1744,-85.736,2014,8,24.228125000000002,14.4,33.1,99.1,21.5
BGR,44.8074,-68.828102,2021,10,11.41875,2.5,24.5,87.7,29.4
MSP,44.880081,-93.221741,2014,10,9.425,-3.1,19.9,44.5,31.4
CLE,41.411701,-81.8498,2014,9,17.958064516129035,8.4,30.5,54.800000000000004,33.2
SHV,32.446602,-93.8256,2019,3,12.60625,-3.7,24.2,76.5,36.3
ERI,42.083127,-80.173867,2021,3,4.971875,-7.2,21.4,48.599999999999994,43.0
OAK,37.720085,-122.221184,2018,1,11.528125,4.4,21.1,93.9,24.1
ICT,37.649899,-97.433098,2015,1,1.1312499999999999,-13.9,21.0,25.2,42.3
RDU,35.877602,-78.787498,2018,10,16.85,3.4,30.5,105.2,38.0
JFK,40.639447,-73.779317,2019,6,20.470967741935485,10.8,29.5,166.00000000000003,34.6
SCK,37.893279,-121.238079,2023,4,14.493548387096775,2.6,32.2,4.5,28.2
BTR,30.533199,-91.149597,2018,7,27.84375,22.2,37.0,161.6,23.3
PHL,39.871899,-75.241096,2019,2,2.0172413793103448,-11.2,19.0,94.99999999999999,39.4
LAX,33.942501,-118.407997,2018,12,12.525,4.5,22.7,46.29999999999999,38.5
LAW,34.567699,-98.416603,2023,8,32.3125,20.3,43.2,3.5999999999999996,32.0
MSN,43.1399,-89.337502,2015,6,19.55161290322581,5.8,29.4,129.6,41.3
PHL,39.871899,-75.241096,2020,2,4.283333333333333,-8.4,16.8,101.1,36.8
PVD,41.725038,-71.425668,2013,11,5.503225806451612,-7.3,19.5,75.6,34.7
CHA,35.035301,-85.203796,2015,12,11.803125,-2.7,23.0,253.2,25.5
PWM,43.646198,-70.309303,2021,11,4.829032258064517,-5.3,16.2,72.9,41.5
EYW,24.556101,-81.759598,2022,4,24.99032258064516,18.7,27.1,22.100000000000005,43.6
STL,38.748697,-90.370003,2020,2,2.006666666666667,-15.2,19.6,85.60000000000001,28.0
PBI,26.683201,-80.095596,2021,10,25.743750000000002,18.7,31.2,88.30000000000001,29.3
GPT,30.407301,-89.070099,2019,12,13.140625,1.4,21.0,117.69999999999999,31.5
AGS,33.3699,-81.9645,2018,5,23.771875,8.9,35.3,244.4,24.5
HNL,21.32062,-157.924228,2017,6,26.04193548387097,22.0,29.9,14.799999999999999,34.5
PHF,37.131901,-76.492996,2015,7,25.9875,21.2,32.9,85.6,25.0
ORD,41.9786,-87.9048,2020,7,24.26875,14.9,33.1,112.99999999999999,26.8
DCA,38.8521,-77.037697,2014,3,3.734375,-18.5,20.6,102.9,35.0
MYR,33.679699,-78.928299,2019,11,12.045161290322586,-0.7,24.6,124.39999999999999,37.9
JFK,40.639447,-73.779317,2022,9,19.983870967741936,9.5,30.6,120.0,33.9
CVG,39.048801,-84.667801,2018,12,3.24375,-6.4,17.5,116.80000000000001,33.6
ECP,30.357106,-85.795414,2019,10,23.31875,4.7,34.9,160.1,30.0
ABE,40.651773,-75.442797,2019,8,22.484375,13.3,31.5,83.8,22.1
SGF,37.245701,-93.388603,2016,3,10.846874999999999,-1.5,24.4,94.30000000000001,31.4
FSM,35.336601,-94.367401,2015,6,26.206451612903223,16.1,34.3,60.599999999999994,24.2
CID,41.884701,-91.7108,2021,5,15.496875,2.3,27.8,92.9,41.0
LBB,33.663601,-101.822998,2023,2,7.534482758620689,-7.5,26.5,7.9,75.0
GUC,38.534672,-106.934566,2014,6,15.538709677419355,1.8,27.8,5.0,26.0
STL,38.748697,-90.370003,2018,2,3.137931034482758,-13.6,24.4,169.4,32.8
PHX,33.435302,-112.005905,2023,8,35.325,23.1,45.2,23.900000000000002,39.5
MHT,42.932598,-71.435699,2022,4,8.200000000000001,-1.2,21.4,105.39999999999999,30.0
IDA,43.514599,-112.070999,2019,1,-5.128125000000001,-18.7,6.8,25.9,33.6
XNA,36.281898,-94.306801,2019,10,13.4375,-2.5,29.8,227.0,26.0
EWR,40.692501,-74.168701,2015,6,21.051612903225806,10.5,32.9,205.99999999999997,23.8
LAS,36.083361,-115.151817,2014,2,12.86206896551724,-0.2,25.5,10.3,29.2
COU,38.8181,-92.219597,2013,11,5.454838709677421,-8.8,18.3,46.800000000000004,30.7
DAY,39.902401,-84.219398,2015,2,-7.23448275862069,-27.5,12.2,50.9,39.9
SMF,38.6954,-121.591003,2022,11,9.687096774193549,0.2,20.8,55.2,25.6
ELP,31.807199,-106.377998,2019,1,7.328125,-4.6,22.4,7.800000000000001,39.9
MYR,33.679699,-78.928299,2021,8,26.2125,19.8,32.6,230.8,27.6
FAI,64.815102,-147.856003,2015,8,12.928125,1.2,26.1,73.0,23.0
BOS,42.36197,-71.0079,2019,6,18.903225806451612,8.6,29.1,146.50000000000003,31.8
SJU,18.4394,-66.001801,2017,8,27.568749999999998,24.0,31.9,202.4,31.9
PBI,26.683201,-80.095596,2023,3,23.2,16.1,31.7,42.400000000000006,38.6
MDT,40.193501,-76.763397,2013,12,1.29375,-10.5,19.7,129.9,25.3
HDN,40.481201,-107.218002,2016,12,-7.928125,-27.5,6.0,62.8,26.1
MSY,29.993401,-90.258003,2021,10,22.881249999999998,11.9,29.8,105.0,36.9
SEA,47.447943,-122.310276,2016,3,7.46875,-0.7,19.2,195.2,35.0
CLE,41.411701,-81.8498,2013,12,-0.8124999999999999,-12.2,14.7,110.5,35.8
MLU,32.510899,-92.037697,2014,8,27.015625,18.1,34.9,136.39999999999998,20.7
SGU,37.036389,-113.510306,2020,6,28.56774193548387,11.6,40.0,0.1,33.8
MTJ,38.5098,-107.893997,2019,3,2.4468750000000004,-13.6,20.0,68.2,29.5
LFT,30.205299,-91.987602,2019,10,21.534375,4.2,35.5,164.7,50.1
MSP,44.880081,-93.221741,2022,3,-0.9874999999999998,-24.0,18.6,79.3,36.2
LAX,33.942501,-118.407997,2014,9,23.506451612903223,15.0,36.4,4.3999999999999995,24.5
CLL,30.5886,-96.3638,2022,11,14.535483870967745,1.8,30.5,211.50000000000003,42.1
SJU,18.4394,-66.001801,2019,12,25.971875000000004,22.8,31.0,121.2,28.1
LAS,36.083361,-115.151817,2015,11,10.854838709677422,-2.6,27.9,0.2,25.5
BUF,42.940498,-78.732201,2013,11,2.812903225806452,-14.4,17.0,78.7,45.3
SAF,35.6171,-106.088997,2020,4,12.309677419354841,-7.0,28.1,15.3,39.5
AEX,31.3274,-92.549797,2019,7,27.11875,18.5,35.1,129.10000000000002,37.5
PIB,31.4671,-89.337097,2020,11,15.761290322580646,-1.1,27.8,146.1,24.5
YUM,32.650938,-114.609375,2017,9,28.699999999999996,16.0,42.0,46.5,27.8
SEA,47.447943,-122.310276,2013,11,6.048387096774194,-2.9,14.3,149.70000000000002,36.2
PSP,33.8297,-116.507004,2022,8,35.290625,27.7,44.8,3.1999999999999997,26.7
DBQ,42.402,-90.709503,2021,5,14.671875,1.2,26.9,98.9,33.6
DTW,42.21377,-83.353786,2020,8,22.3,12.7,32.0,115.80000000000001,25.4
LWB,37.857914,-80.400438,2018,7,21.13125,10.1,30.0,68.89999999999999,15.8
PHF,37.131901,-76.492996,2021,10,18.909375,8.9,29.1,55.0,29.5
MAF,31.942499,-102.202003,2022,2,6.63448275862069,-9.6,26.2,6.4,37.5
FAI,64.815102,-147.856003,2022,6,17.103225806451615,3.6,27.8,18.1,18.9
VEL,40.436214,-109.511661,2019,6,19.948387096774198,4.4,34.1,13.4,38.6
BWI,39.1754,-76.668297,2023,6,21.187096774193552,12.5,32.9,206.40000000000003,28.9
GRK,31.0672,-97.828903,2013,11,12.141935483870965,-0.8,28.9,56.60000000000001,31.7
CRW,38.3731,-81.593201,2020,2,4.263333333333334,-8.8,18.6,160.9,26.4
DCA,38.8521,-77.037697,2018,2,6.441379310344827,-7.7,26.2,129.8,29.3
OGG,20.896263,-156.431837,2018,5,24.125,18.5,28.0,27.0,41.8
ICT,37.649899,-97.433098,2018,1,0.54375,-17.3,17.6,16.7,44.1
ATL,33.6367,-84.428101,2015,7,27.328125,19.1,35.4,64.3,21.8
MFE,26.176141,-98.237965,2022,4,26.129032258064512,13.4,41.5,41.900000000000006,41.0
AMA,35.219398,-101.706001,2017,11,11.712903225806453,-0.8,26.5,1.9000000000000001,44.3
ATL,33.6367,-84.428101,2023,6,23.34193548387097,14.6,34.3,103.3,29.0
ROC,43.1189,-77.672401,2018,1,-4.081250000000001,-20.3,15.0,82.4,31.6
BTV,44.471901,-73.153297,2022,9,16.212903225806453,5.1,28.3,129.7,30.7
OAK,37.720085,-122.221184,2018,12,10.471875,3.0,16.6,56.00000000000001,30.4
DAL,32.847099,-96.851799,2015,1,6.846875000000001,-5.6,24.7,90.2,35.7
MSP,44.880081,-93.221741,2016,8,22.31875,14.1,30.8,97.39999999999999,27.8
AMA,35.219398,-101.706001,2013,12,2.5062499999999996,-12.8,21.2,9.0,39.2
CID,41.884701,-91.7108,2022,3,3.146875,-14.4,21.6,116.80000000000001,46.6
CMH,39.998001,-82.891899,2021,6,22.270967741935486,9.9,31.1,176.0,29.1
BOI,43.5644,-116.223,2017,3,8.065625,-4.6,21.0,59.0,37.6
RDU,35.877602,-78.787498,2018,11,9.17741935483871,-4.1,24.1,174.2,27.2
LGB,33.816523,-118.149891,2019,7,22.39375,15.8,37.4,1.2,26.0
OMA,41.3032,-95.894096,2016,6,24.883870967741938,12.7,34.6,39.300000000000004,31.5
PWM,43.646198,-70.309303,2014,8,19.637500000000003,14.4,27.2,74.2,25.8
LGB,33.816523,-118.149891,2021,5,17.98125,10.1,32.0,1.2000000000000002,33.2
CLE,41.411701,-81.8498,2019,1,-3.171875,-19.9,15.8,91.9,42.3
LAW,34.567699,-98.416603,2019,1,4.725,-5.6,19.1,37.99999999999999,46.5
PIT,40.491501,-80.232903,2022,3,5.50625,-15.0,22.2,100.2,34.9
DSM,41.534,-93.663101,2021,12,1.478125,-14.7,22.3,22.4,54.7
MEM,35.0424,-89.9767,2023,1,8.706249999999999,-3.4,21.7,176.2,35.9
SJU,18.4394,-66.001801,2019,5,26.60625,22.7,32.6,84.0,25.9
PHL,39.871899,-75.241096,2021,1,1.325,-6.8,11.8,63.7,36.3
PWM,43.646198,-70.309303,2014,1,-5.09375,-19.8,9.9,80.3,33.6
ABQ,35.039976,-106.608925,2019,3,9.509375,-2.4,25.5,38.4,46.2
CWA,44.777448,-89.670238,2013,8,20.434375,9.5,31.7,63.3,21.9
TPA,27.9755,-82.533203,2014,12,17.4625,5.6,26.4,44.7,27.2
HNL,21.32062,-157.924228,2018,1,22.890625,19.0,27.0,18.0,41.8
ATL,33.6367,-84.428101,2019,10,18.99375,0.5,35.0,106.6,33.3
BOS,42.36197,-71.0079,2019,9,18.367741935483867,7.5,32.9,30.799999999999994,28.9
YAK,59.508717,-139.660435,2019,5,8.7625,2.1,14.3,156.70000000000002,28.7
IAD,38.9445,-77.455803,2022,7,25.559375000000003,16.4,36.8,259.7,22.0
SEA,47.447943,-122.310276,2021,6,17.461290322580645,7.3,38.8,66.2,31.4
PSC,46.264702,-119.119003,2020,9,22.170967741935478,8.7,38.4,2.4,37.9
DSM,41.534,-93.663101,2020,10,9.69375,-6.2,28.8,86.3,37.2
LEX,38.036499,-84.605904,2015,12,8.971875,-2.1,20.2,136.9,28.3
KOA,19.738783,-156.045603,2023,8,25.049999999999997,20.4,29.7,89.9,17.7
BDL,41.93851,-72.688066,2016,1,-0.871875,-12.6,13.5,58.900000000000006,29.8
LEX,38.036499,-84.605904,2019,10,14.840625,-2.3,33.4,189.89999999999998,30.8
MCI,39.2976,-94.713898,2019,12,2.5218749999999996,-13.9,16.7,41.2,38.9
BUF,42.940498,-78.732201,2015,3,-2.1625,-19.1,8.7,43.400000000000006,31.9
SAV,32.127602,-81.202103,2018,12,12.18125,0.5,25.4,250.3,34.0
BLV,38.5452,-89.835197,2021,3,9.990625,-2.9,24.4,134.0,37.1
SPN,15.119,145.729004,2020,10,27.375,24.8,30.3,281.5,34.6
MFE,26.176141,-98.237965,2022,10,24.815625,11.7,35.5,33.2,38.6
CHS,32.898602,-80.040497,2021,11,12.083870967741934,0.7,24.3,63.800000000000004,34.5
SFO,37.619806,-122.374821,2014,10,17.9875,11.5,30.4,14.0,27.0
PHX,33.435302,-112.005905,2014,11,17.167741935483868,3.3,31.8,0.0,22.6
BUF,42.940498,-78.732201,2015,5,16.081249999999997,2.7,29.5,63.8,33.8
GRK,31.0672,-97.828903,2020,9,23.370967741935484,11.9,36.7,168.29999999999995,35.3
FAT,36.776199,-119.718002,2022,5,22.13125,7.3,39.8,0.0,28.4
COS,38.805801,-104.700996,2016,2,-1.0533333333333332,-24.8,17.7,23.1,34.0
STL,38.748697,-90.370003,2020,5,17.190624999999997,2.7,29.2,147.10000000000002,31.3
OMA,41.3032,-95.894096,2017,2,3.0103448275862075,-13.2,20.2,38.2,35.4
HSV,34.637199,-86.775101,2020,9,22.445161290322577,11.5,32.2,135.7,22.7
TLH,30.3965,-84.350304,2018,6,26.077419354838714,18.5,33.5,179.80000000000004,16.4
FLG,35.1385,-111.670998,2020,2,1.4633333333333336,-11.3,13.2,19.799999999999997,37.0
MFE,26.176141,-98.237965,2017,3,22.88125,11.5,34.1,103.1,43.8
BNA,36.1245,-86.6782,2014,5,20.465625,7.4,30.8,89.1,24.9
SHD,38.263802,-78.8964,2022,8,23.0375,13.2,34.6,65.6,19.4
SJC,37.362452,-121.929188,2014,5,18.328125,7.6,36.0,0.4,31.1
SLC,40.78886,-111.979866,2022,8,24.95,14.6,35.7,46.5,37.4
ABE,40.651773,-75.442797,2019,1,-1.965625,-18.9,13.9,128.5,31.8
SAT,29.533701,-98.469803,2014,7,28.965625,21.6,37.5,22.8,23.0
GEG,47.6199,-117.533997,2022,5,10.1,0.2,21.9,62.099999999999994,42.3
DAY,39.902401,-84.219398,2022,9,18.71935483870968,6.1,31.5,65.99999999999999,27.8
CHS,32.898602,-80.040497,2020,9,23.909677419354836,11.6,36.4,127.0,29.6
FLL,26.072599,-80.152702,2021,4,23.893548387096775,14.9,33.1,91.60000000000001,35.4
RNO,39.4991,-119.767998,2021,12,1.4343750000000002,-16.8,14.1,163.7,23.6
LFT,30.205299,-91.987602,2020,5,23.671875,13.8,32.0,95.9,35.7
DAY,39.902401,-84.219398,2018,1,-4.196875,-28.4,13.0,61.1,32.6
RDU,35.877602,-78.787498,2018,5,22.54375,7.4,33.5,154.1,21.7
ORD,41.9786,-87.9048,2021,8,23.675,14.1,33.4,128.99999999999997,32.7
ORD,41.9786,-87.9048,2018,1,-4.409375,-22.4,13.1,30.599999999999998,31.4
LGA,40.777199,-73.872597,2020,12,2.771875,-9.9,16.7,134.3,56.9
OAK,37.720085,-122.221184,2017,4,13.751612903225807,6.8,25.3,74.0,42.9
JFK,40.639447,-73.779317,2018,8,24.48125,15.9,31.8,155.1,27.1
BIL,45.807701,-108.542999,2018,10,6.79375,-5.0,21.9,28.5,30.5
SAV,32.127602,-81.202103,2013,9,24.383870967741935,14.3,32.5,44.400000000000006,16.9
PIT,40.491501,-80.232903,2020,11,7.948387096774193,-2.5,24.1,81.3,30.3
MSN,43.1399,-89.337502,2019,3,-0.8593750000000001,-24.6,15.2,35.3,32.2
BNA,36.1245,-86.6782,2016,7,27.396875,19.3,35.9,104.0,22.2
AEX,31.3274,-92.549797,2021,7,27.265625,20.7,36.8,132.2,18.8
MBS,43.531913,-84.082275,2023,5,14.321875,1.0,33.0,25.9,32.7
YUM,32.650938,-114.609375,2021,5,27.528125000000003,13.5,39.3,0.0,28.2
MDT,40.193501,-76.763397,2014,10,14.1,3.9,26.3,72.4,26.7
SBA,34.426201,-119.839996,2018,11,16.48709677419355,10.3,23.8,56.199999999999996,36.4
SMF,38.6954,-121.591003,2014,8,25.203125,15.2,41.5,0.8999999999999999,16.3
FLL,26.072599,-80.152702,2015,6,27.71612903225807,22.2,32.6,68.1,22.5
PNS,30.4734,-87.1866,2019,2,16.789655172413795,6.4,23.6,86.8,35.5
LBB,33.663601,-101.822998,2016,2,9.643333333333334,-5.1,28.8,10.799999999999999,38.6
SAT,29.533701,-98.469803,2018,2,14.444827586206898,0.2,27.8,166.9,31.0
LBE,40.275902,-79.4048,2016,3,7.846875000000001,-5.5,22.0,96.1,34.0
FLL,26.072599,-80.152702,2014,7,27.415625000000002,24.1,32.2,213.2,22.1
SFO,37.619806,-122.374821,2017,8,17.328125,12.5,38.4,0.9,33.1
ACV,40.978101,-124.109,2023,8,15.375,9.0,22.8,8.8,26.1
IMT,45.81911,-88.114557,2016,1,-8.678125000000001,-22.6,5.8,29.099999999999998,23.9
BDL,41.93851,-72.688066,2020,5,13.65625,0.7,27.0,78.6,32.8
DCA,38.8521,-77.037697,2016,3,10.6875,-2.6,27.0,47.0,30.2
LIT,34.729582,-92.223728,2018,1,3.2406250000000005,-12.2,18.3,67.0,29.5
BNA,36.1245,-86.6782,2020,12,5.20625,-7.6,21.3,140.7,32.4
PHL,39.871899,-75.241096,2020,11,10.170967741935485,-3.4,22.8,149.0,39.6
FAY,34.991199,-78.880302,2019,9,25.219354838709673,13.5,33.9,106.89999999999999,51.7
SEA,47.447943,-122.310276,2018,9,14.703225806451613,8.1,27.8,67.3,28.3
BUF,42.940498,-78.732201,2021,9,18.035483870967738,8.9,27.8,133.5,35.0
BZN,45.7775,-111.153,2019,3,-4.771875,-29.5,13.7,21.200000000000003,17.8
TWF,42.4818,-114.487999,2014,10,12.425,-2.1,26.2,8.8,38.8
FWA,40.9785,-85.195099,2020,10,11.38125,-0.3,26.9,78.6,39.2
LAS,36.083361,-115.151817,2021,7,34.881249999999994,24.3,46.2,17.200000000000003,35.8
GRK,31.0672,-97.828903,2020,2,10.780000000000003,-1.9,25.6,114.2,36.0
FAI,64.815102,-147.856003,2015,12,-18.5,-31.6,5.8,1.3,25.2
IND,39.7173,-86.294403,2019,9,22.76774193548387,12.2,32.9,24.3,26.8
BTV,44.471901,-73.153297,2022,1,-9.59375,-24.8,6.5,38.5,34.2
ORD,41.9786,-87.9048,2015,11,7.380645161290322,-12.4,21.3,110.39999999999999,42.7
CHS,32.898602,-80.040497,2019,12,12.521875000000001,0.7,24.4,175.79999999999995,29.9
JAN,32.311199,-90.075897,2019,4,17.56451612903226,3.6,29.1,238.60000000000005,32.6
TLH,30.3965,-84.350304,2022,12,13.25,-7.7,26.6,58.599999999999994,27.7
LGA,40.777199,-73.872597,2021,4,10.580645161290324,-3.3,26.0,94.1,36.8
ATW,44.258099,-88.519096,2018,7,22.6625,12.2,31.9,86.19999999999999,31.8
